Name,Team,player_type,fg_auction_dollars,PA,AB,H,HR,R,RBI,SB,AVG,IP,W,SV,SO,ERA,WHIP,sgp_R,sgp_HR,sgp_RBI,sgp_SB,sgp_AVG,sgp_hitting,sgp_W,sgp_SV,sgp_SO,sgp_ERA,sgp_WHIP,sgp_pitching,sgp_total,p_c,p_1b,p_2b,p_3b,p_ss,p_of,p_ci,p_mi,p_dh,p_sp,p_rp,replacement_position,replacement_level_sgp,repl_sgp_total,repl_sgp_R,repl_sgp_HR,repl_sgp_RBI,repl_sgp_SB,repl_sgp_AVG,repl_sgp_W,repl_sgp_SV,repl_sgp_SO,repl_sgp_ERA,repl_sgp_WHIP,sgpar_R,sgpar_HR,sgpar_RBI,sgpar_SB,sgpar_AVG,sgpar_W,sgpar_SV,sgpar_SO,sgpar_ERA,sgpar_WHIP,sgpar_hitting,sgpar_pitching,sgpar_total,sgpar,$_R,$_RBI,$_HR,$_SB,$_AVG,$_W,$_SV,$_SO,$_ERA,$_WHIP,$_cat,standings_value,billikenTeam,slot,contract,salary,sgpar_random_delta,sgpar_randomized
Tommy Edman,LAD,hitter,10.156421385210782,504,461,115,15,63,60,10,0.250319,NA,NA,NA,NA,NA,NA,0.21659350468827832,0.1803547567276218,0.337814234688165,0.08250538586013109,0.02817451797311566,0.8454423999373119,0,0,0,0,0,0,0.8454423999373119,0,0,1,0,0,1,0,1,1,0,0,2B,0.4277408742732015,0.4277408742732015,0.1107033468406756,0.07214190269104871,0.16327688009927974,0.07920517042572585,0.00241357421647157,0,0,0,0,0,0.10589015784760272,0.10821285403657308,0.17453735458888528,0.00330021543440524,0.02576094375664409,0,0,0,0,0,0.4177015256641105,0,0.4177015256641105,0.4177015256641105,1.7053564104667374,1.7239958805355304,1.594069797953293,0.2110199296600235,1.092750520298915,0,0,0,0,0,6.3271925389145,6.3271925389145,Blue Socks,SS,2026,29,0,0.4177015256641105
Jung Hoo Lee,SFG,hitter,13.564512680939169,609,552,150,10,68,64,9,0.271337,NA,NA,NA,NA,NA,NA,0.23378346537782424,0.1202365044850812,0.360335183667376,0.07425484727411799,0.11959286909139458,0.908202869895794,0,0,0,0,0,0,0.908202869895794,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.10245216570969357,0.01442838053820974,0.1531424530586348,-0.00495032315160785,0.1245898881362939,0,0,0,0,0,0.38966256429122414,0,0.38966256429122414,0.38966256429122414,1.6499876958411943,1.5126673532440782,0.21254263972710577,-0.3165298944900348,5.284964183418357,0,0,0,0,0,8.343631977740701,8.343631977740701,Blue Socks,OF,Opt,15,0,0.38966256429122414
Harrison Bader,SFG,hitter,11.751959795499086,532,484,122,15,62,59,15,0.251226,NA,NA,NA,NA,NA,NA,0.21315551255036916,0.1803547567276218,0.33218399744336224,0.12375807879019664,0.03282879236379564,0.8822811378753455,0,0,0,0,0,0,0.8822811378753455,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.08182421288223848,0.07454663278075034,0.12499126683462106,0.04455290836447079,0.03782581140869497,0,0,0,0,0,0.3637408322707757,0,0.3637408322707757,0.3637408322707757,1.3177754080879338,1.2346035015447991,1.0981369719233796,2.8487690504103176,1.6045287582648995,0,0,0,0,0,8.103813690231329,8.103813690231329,Blue Socks,OF,2,2,0,0.3637408322707757
Connor Norby,MIA,hitter,6.508237130035486,511,465,114,15,62,60,9,0.244842,NA,NA,NA,NA,NA,NA,0.21315551255036916,0.1803547567276218,0.337814234688165,0.07425484727411799,0.00957208523410008,0.8151514364743742,0,0,0,0,0,0,0.8151514364743742,0,0,0,1,0,0,1,0,1,0,0,3B,0.4518055273846128,0.4518055273846128,0.1182669295440758,0.08416555313955683,0.18917597142537235,0.04785312379887603,0.01234394947673169,0,0,0,0,0,0.09488858300629335,0.09618920358806496,0.14863826326279267,0.02640172347524196,-0.00277186424263161,0,0,0,0,0,0.3633459090897614,0,0.3633459090897614,0.3633459090897614,1.528176523664999,1.468177136972194,1.4169509315140385,1.688159437280189,-0.11757939157615067,0,0,0,0,0,5.98388463785527,5.98388463785527,Blue Socks,2B,Opt,1,0,0.3633459090897614
Emmet Sheehan,LAD,pitcher,10.974747246470663,NA,NA,NA,NA,NA,NA,NA,NA,143,9,0,162,3.96427,1.19896,0,0,0,0,0,0,0.22076920319386284,0,0.44705317753450136,0.06427943136214008,0.07510914661095923,0.8072109587014635,0.8072109587014635,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.08094870783774971,-0.03627746556510604,0.21414399121405744,0.04094594705525234,0.06347758732140013,0,0.3632387678633536,0.3632387678633536,0.3632387678633536,0,0,0,0,0,4.177215189873421,-3.9795918367346976,5.329128090344897,3.2028169452621,4.709329365756934,13.438897754502657,13.438897754502657,Blue Socks,P,2,1,0,0.3632387678633536
Kyle Tucker,LAD,hitter,34.8058300064371,651,555,149,33,101,99,22,0.268344,NA,NA,NA,NA,NA,NA,0.3472372059288272,0.3967804648007679,0.5573934872354722,0.1815118488922884,0.10795022706231731,1.5908732339196732,0,0,0,0,0,0,1.5908732339196732,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.2159059062606965,0.29097234085389645,0.350200756626731,0.10230667846656256,0.11294724610721664,0,0,0,0,0,1.0723329283151033,0,1.0723329283151033,1.0723329283151033,3.4771552784841275,3.459114315139031,4.286276567829964,6.541617819460731,4.791096285754597,0,0,0,0,0,22.555260266668455,22.555260266668455,Melonheads,Bench,2,40,0,1.0723329283151033
Pete Crow-Armstrong,CHC,hitter,30.23325147067329,644,591,150,26,88,92,34,0.253513,NA,NA,NA,NA,NA,NA,0.3025433081360078,0.31261491166121114,0.517981826521853,0.2805183119244457,0.05008864972581915,1.4637470079693369,0,0,0,0,0,0,1.4637470079693369,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.17121200846787715,0.2068067877143397,0.31078909591311177,0.20131314149871987,0.05508566877071848,0,0,0,0,0,0.9452067023647672,0,0.9452067023647672,0.9452067023647672,2.757361988352063,3.0698249227600405,3.0464445027551825,12.872215709261436,2.3366726692492095,0,0,0,0,0,24.082519792377933,24.082519792377933,Melonheads,OF,2027,11,0,0.9452067023647672
CJ Abrams,WSN,hitter,20.285527003585184,630,573,146,20,86,70,30,0.254305,NA,NA,NA,NA,NA,NA,0.2956673238601895,0.2404730089701624,0.3941166071361925,0.24751615758039328,0.05192144173573979,1.2296945392826777,0,0,0,0,0,0,1.2296945392826777,0,0,0,0,1,0,0,1,1,0,0,SS,0.3492615922902857,0.3492615922902857,0.0955761814338752,0.0504993318837341,0.13625174132422654,0.05775377010209177,0.00918056754635808,0,0,0,0,0,0.20009114242631432,0.18997367708642832,0.257864865811966,0.18976238747830151,0.04274087418938171,0,0,0,0,0,0.8804329469923918,0,0.8804329469923918,0.8804329469923918,3.2224591912066285,2.5470648815653965,2.7984780897402257,12.133645955451351,1.813020242957188,0,0,0,0,0,22.51466836092079,22.51466836092079,Melonheads,SS,2027,16,0,0.8804329469923918
Paul Skenes,PIT,pitcher,38.47071410044911,NA,NA,NA,NA,NA,NA,NA,NA,189,13,0,223,2.84127,1.06719,0,0,0,0,0,0,0.31888884905780185,0,0.6153880159888506,0.17969374634528887,0.16301547751889903,1.2769860889108402,1.2769860889108402,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.17906835370168872,-0.03627746556510604,0.38247882966840674,0.15636026203840114,0.15138391822933991,0,0.8330138980727305,0.8330138980727305,0.8330138980727305,0,0,0,0,0,9.24050632911393,-3.9795918367346976,9.518262285074778,12.230595036584315,11.230999187337291,38.24077100137562,38.24077100137562,Melonheads,P,Opt,7,0,0.8330138980727305
William Contreras,MIL,hitter,25.619869049428814,610,531,143,20,80,77,6,0.270014,NA,NA,NA,NA,NA,NA,0.2750393710327344,0.2404730089701624,0.43352826784981174,0.04950323151607866,0.10984439519340264,1.1083882745621898,0,0,0,0,0,0,1.1083882745621898,1,0,0,0,0,0,0,0,1,0,0,C,0.30256973257349196,0.30256973257349196,0.08319940973740216,0.06011825224254059,0.13850383622214762,0.01650107717202622,0.00424715719937533,0,0,0,0,0,0.19183996129533223,0.18035475672762183,0.2950244316276641,0.03300215434405244,0.10559723799402732,0,0,0,0,0,0.805818541988698,0,0.805818541988698,0.805818541988698,3.089574276105324,2.9141091658084446,2.656782996588822,2.110199296600236,4.479317134114728,0,0,0,0,0,15.249982869217554,15.249982869217554,Melonheads,C,2026,11,0,0.805818541988698
Seiya Suzuki,CHC,hitter,20.323673023229965,616,540,139,26,77,86,7,0.25638,NA,NA,NA,NA,NA,NA,0.26472539461900685,0.31261491166121114,0.48420040305303647,0.05775377010209177,0.05722313926120989,1.1765176186965562,0,0,0,0,0,0,1.1765176186965562,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.13339409495087615,0.2068067877143397,0.27700767244429525,-0.02145140032363408,0.06222015830610922,0,0,0,0,0,0.6579773130919863,0,0.6579773130919863,0.6579773130919863,2.148306127471085,2.7361483007209055,3.0464445027551825,-1.3716295427901528,2.63930976304181,0,0,0,0,0,9.19857915119883,9.19857915119883,Melonheads,OF,2,21,0,0.6579773130919863
Noelvi Marte,CIN,hitter,11.440416759451844,539,494,125,17,64,66,15,0.252891,NA,NA,NA,NA,NA,NA,0.22003149682618753,0.20440205762463803,0.3715956581569815,0.12375807879019664,0.03959382162818742,0.9593811130261912,0,0,0,0,0,0,0.9593811130261912,0,0,0,1,0,1,1,0,1,0,0,3B,0.4518055273846128,0.4518055273846128,0.1182669295440758,0.08416555313955683,0.18917597142537235,0.04785312379887603,0.01234394947673169,0,0,0,0,0,0.10176456728211172,0.1202365044850812,0.18241968673160913,0.0759049549913206,0.02724987215145573,0,0,0,0,0,0.5075755856415783,0,0.5075755856415783,0.5075755856415783,1.6389139529160857,1.8018537590113288,1.771188664392548,4.853458382180541,1.1559092032061984,0,0,0,0,0,11.2213239617067,11.2213239617067,Melonheads,3B,Opt,16,0,0.5075755856415783
Zack Wheeler,PHI,pitcher,21.317563555067807,NA,NA,NA,NA,NA,NA,NA,NA,147,10,0,160,3.31329,1.10708,0,0,0,0,0,0,0.2452991146598476,0,0.4415340025032112,0.10879075670416226,0.11178082446201852,0.9074046983292396,0.9074046983292396,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.10547861930373448,-0.03627746556510604,0.2086248161827673,0.08545727239727452,0.10014926517245942,0,0.4634325074911296,0.4634325074911296,0.4634325074911296,0,0,0,0,0,5.443037974683549,-3.9795918367346976,5.191779428222605,6.68451995408812,7.42995906645997,20.76970458671955,20.76970458671955,Melonheads,IL,Opt,28,0,0.4634325074911296
Ramon Laureano,SDP,hitter,12.982032748348097,560,505,122,21,69,71,9,0.242336,NA,NA,NA,NA,NA,NA,0.23722145751573345,0.2524966594186705,0.3997468443809952,0.07425484727411799,0.00103030003345239,0.9647501086229696,0,0,0,0,0,0,0.9647501086229696,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.10589015784760278,0.14668853547179905,0.19255411377225404,-0.00495032315160785,0.00602731907835172,0,0,0,0,0,0.4462098030183998,0,0.4462098030183998,0.4462098030183998,1.7053564104667385,1.9019567456230688,2.160850170558908,-0.3165298944900348,0.25567215708771185,0,0,0,0,0,5.707305589246392,5.707305589246392,Melonheads,Util,2,1,0,0.4462098030183998
Willi Castro,COL,hitter,9.019147231082831,539,479,123,13,67,54,14,0.25647,NA,NA,NA,NA,NA,NA,0.23034547323991503,0.15630745583060557,0.3040328112193485,0.11550754020418354,0.05107806704259744,0.8572713475366501,0,0,0,0,0,0,0.8572713475366501,0,0,1,1,0,1,1,1,1,0,0,2B,0.4277408742732015,0.4277408742732015,0.1107033468406756,0.07214190269104871,0.16327688009927974,0.07920517042572585,0.00241357421647157,0,0,0,0,0,0.11964212639923942,0.08416555313955686,0.14075593112006876,0.03630236977845769,0.04866449282612586,0,0,0,0,0,0.4295304732634486,0,0.4295304732634486,0.4295304732634486,1.9268312689689109,1.3903192584963957,1.2398320650747836,2.3212192262602596,2.0642935428992777,0,0,0,0,0,8.942495361699628,8.942495361699628,Melonheads,OF,2,17,0,0.4295304732634486
Jacob Misiorowski,MIL,pitcher,7.241125307299473,NA,NA,NA,NA,NA,NA,NA,NA,134,9,0,154,3.98301,1.28174,0,0,0,0,0,0,0.22076920319386284,0,0.4249764774093408,0.05911300977136904,0.04198971174289932,0.7468484021174719,0.7468484021174719,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.08094870783774971,-0.03627746556510604,0.1920672910888969,0.0357795254644813,0.03035815245334022,0,0.3028762112793621,0.3028762112793621,0.3028762112793621,0,0,0,0,0,4.177215189873421,-3.9795918367346976,4.779733441855733,2.7986962982305186,2.2522364959268524,10.028289589151829,10.028289589151829,Melonheads,P,2,1,0,0.3028762112793621
Shota Imanaga,CHC,pitcher,9.386026907607054,NA,NA,NA,NA,NA,NA,NA,NA,147,9,0,134,4.0413,1.17643,0,0,0,0,0,0,0.22076920319386284,0,0.3697847270964394,0.06102322311470468,0.08568722825695264,0.7372643816619595,0.7372643816619595,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.08094870783774971,-0.03627746556510604,0.13687554077599548,0.03768973880781694,0.07405566896739355,0,0.2932921908238496,0.2932921908238496,0.2932921908238496,0,0,0,0,0,4.177215189873421,-3.9795918367346976,3.4062468206328207,2.94811435068991,5.494105105210045,12.0460896296715,12.0460896296715,Melonheads,P,Opt,13,0,0.2932921908238496
Zack Littell,NA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,8,0,123,4.61598,1.26991,0,0,0,0,0,0,0.19623929172787807,0,0.3394292644243436,0.02569547022519365,0.05566903019112924,0.6170330565685446,0.6170330565685446,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.05641879637176494,-0.03627746556510604,0.10652007810389973,0.00236198591830591,0.04403747090157014,0,0.1730608657304347,0.1730608657304347,0.1730608657304347,0,0,0,0,0,2.9113924050632938,-3.9795918367346976,2.6508291789602194,0.18475597873978672,3.2670894352110107,5.034475161239613,5.034475161239613,Melonheads,P,2,2,0,0.1730608657304347
Carlos Santana,ARI,hitter,-3.5446319504078723,357,312,70,10,38,40,3,0.224153,NA,NA,NA,NA,NA,NA,0.13064370124054883,0.1202365044850812,0.22520948979211,0.02475161575803933,-0.04134557169568182,0.45949573958009754,0,0,0,0,0,0,0.45949573958009754,0,1,0,0,0,0,1,0,1,0,0,1B,0.4466098192993388,0.4466098192993388,0.11345374055100294,0.1106175841262747,0.19705830356809623,0.04125269293006554,-0.01577250187610062,0,0,0,0,0,0.01718996068954589,0.0096189203588065,0.02815118622401377,-0.01650107717202621,-0.0255730698195812,0,0,0,0,0,0.01288592028075876,0,0.01288592028075876,0.01288592028075876,0.2768435731277171,0.27806385169927933,0.14169509315140388,-1.0550996483001172,-1.0847811172981756,0,0,0,0,0,-1.4432782476198924,-1.4432782476198924,Melonheads,1B,2,9,0,0.01288592028075876
Juan Soto,NYM,hitter,39.77140531993857,686,548,149,38,114,102,23,0.27214699999999997,NA,NA,NA,NA,NA,NA,0.3919311037216465,0.45689871704330853,0.5742841989698805,0.18976238747830151,0.122011060232006,1.7348874674451429,0,0,0,0,0,0,1.7348874674451429,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.26059980405351585,0.3510905930964371,0.36709146836113926,0.11055721705257568,0.12700807927690533,0,0,0,0,0,1.2163471618405732,0,1.2163471618405732,1.2163471618405732,4.196948568616192,3.6259526261585986,5.171870900026239,7.069167643610789,5.3875411562206,0,0,0,0,0,25.451480894632414,25.451480894632414,Erie Lakers,OF,2,37,0,1.2163471618405732
Mookie Betts,LAD,hitter,23.34218570738865,651,567,155,24,95,90,9,0.273924,NA,NA,NA,NA,NA,NA,0.3266092531013721,0.2885676107641949,0.5067213520322474,0.07425484727411799,0.13369752098843832,1.329850584160371,0,0,0,0,0,0,1.329850584160371,0,0,0,0,1,0,0,1,1,0,0,SS,0.3492615922902857,0.3492615922902857,0.0955761814338752,0.0504993318837341,0.13625174132422654,0.05775377010209177,0.00918056754635808,0,0,0,0,0,0.23103307166749693,0.2380682788804608,0.37046961070802087,0.01650107717202622,0.12451695344208023,0,0,0,0,0,0.9805889918700852,0,0.9805889918700852,0.9805889918700852,3.7207776228365192,3.659320288362512,3.506953555497245,1.055099648300118,5.281870374984834,0,0,0,0,0,17.224021489981226,17.224021489981226,Erie Lakers,OF,Opt,35,0,0.9805889918700852
