Name,Team,player_type,fg_auction_dollars,PA,AB,H,HR,R,RBI,SB,AVG,IP,W,SV,SO,ERA,WHIP,sgp_R,sgp_HR,sgp_RBI,sgp_SB,sgp_AVG,sgp_hitting,sgp_W,sgp_SV,sgp_SO,sgp_ERA,sgp_WHIP,sgp_pitching,sgp_total,p_c,p_1b,p_2b,p_3b,p_ss,p_of,p_ci,p_mi,p_dh,p_sp,p_rp,replacement_position,replacement_level_sgp,repl_sgp_total,repl_sgp_R,repl_sgp_HR,repl_sgp_RBI,repl_sgp_SB,repl_sgp_AVG,repl_sgp_W,repl_sgp_SV,repl_sgp_SO,repl_sgp_ERA,repl_sgp_WHIP,sgpar_R,sgpar_HR,sgpar_RBI,sgpar_SB,sgpar_AVG,sgpar_W,sgpar_SV,sgpar_SO,sgpar_ERA,sgpar_WHIP,sgpar_hitting,sgpar_pitching,sgpar_total,sgpar,$_R,$_RBI,$_HR,$_SB,$_AVG,$_W,$_SV,$_SO,$_ERA,$_WHIP,$_cat,standings_value,billikenTeam,slot,contract,salary,sgpar_random_delta,sgpar_randomized
Jung Hoo Lee,SFG,hitter,14.135254269177702,609,552,150,10,68,64,9,0.271326,NA,NA,NA,NA,NA,NA,0.23378346537782424,0.1202365044850812,0.360335183667376,0.07425484727411799,0.1195479350037002,0.9081579358080996,0,0,0,0,0,0,0.9081579358080996,0,0,0,0,0,1,0,0,1,0,0,OF,0.5026163653016014,0.5026163653016014,0.13683208708878536,0.11542704430567796,0.21507506275146504,0.06105398553649701,-0.02577181438082402,0,0,0,0,0,0.09695137828903888,0.00480946017940324,0.14526012091591095,0.01320086173762098,0.14531974938452422,0,0,0,0,0,0.4055415705064983,0,0.4055415705064983,0.4055415705064983,1.5914221218961628,1.4579932186361932,0.07265877287405804,0.6739469578783155,5.333203952043595,0,0,0,0,0,9.129225023328324,9.129225023328324,Blue Socks,OF,Opt,15,0,0.4055415705064983
Harrison Bader,SFG,hitter,12.358453808935211,532,484,122,15,62,59,15,0.251219,NA,NA,NA,NA,NA,NA,0.21315551255036916,0.1803547567276218,0.33218399744336224,0.12375807879019664,0.03280372044529953,0.8822560659568494,0,0,0,0,0,0,0.8822560659568494,0,0,0,0,0,1,0,0,1,0,0,OF,0.5026163653016014,0.5026163653016014,0.13683208708878536,0.11542704430567796,0.21507506275146504,0.06105398553649701,-0.02577181438082402,0,0,0,0,0,0.0763234254615838,0.06492771242194384,0.1171089346918972,0.06270409325369963,0.05857553482612354,0,0,0,0,0,0.379639700655248,0,0.379639700655248,0.379639700655248,1.252821670428894,1.1754363933191014,0.9808934337997844,3.2012480499219973,2.1497096929415553,0,0,0,0,0,8.760109240411332,8.760109240411332,Blue Socks,OF,2,2,0,0.379639700655248
Connor Norby,MIA,hitter,6.420752177018642,511,465,114,15,62,60,9,0.244834,NA,NA,NA,NA,NA,NA,0.21315551255036916,0.1803547567276218,0.337814234688165,0.07425484727411799,0.00954455644519633,0.8151239076854704,0,0,0,0,0,0,0.8151239076854704,0,0,0,1,0,0,1,0,1,0,0,3B,0.4471606183996464,0.4471606183996464,0.11757933111649396,0.08416555313955683,0.1869238765274513,0.04620301608167342,0.01228884153447088,0,0,0,0,0,0.0955761814338752,0.09618920358806496,0.15089035816071372,0.02805183119244457,-0.00274428508927455,0,0,0,0,0,0.36796328928582395,0,0.36796328928582395,0.36796328928582395,1.5688487584650113,1.5145045836996118,1.4531754574811624,1.4321372854914198,-0.100714680183807,0,0,0,0,0,5.8679514049533985,5.8679514049533985,Blue Socks,2B,Opt,1,0,0.36796328928582395
Emmet Sheehan,LAD,pitcher,10.80498911752186,NA,NA,NA,NA,NA,NA,NA,NA,143,9,0,162,3.96427,1.19896,0,0,0,0,0,0,0.22076920319386284,0,0.44705317753450136,0.06427943136214008,0.07510914661095923,0.8072109587014635,0.8072109587014635,0,0,0,0,0,0,0,0,0,1,0,P,0.44831662753843177,0.44831662753843177,0,0,0,0,0,0.1422734865027116,0.03627746556510604,0.2403600726126856,0.01918939399020661,0.01021620886772194,0,0,0,0,0,0.07849571669115124,-0.03627746556510604,0.20669310492181575,0.04509003737193347,0.06489293774323729,0,0.3588943311630317,0.3588943311630317,0.3588943311630317,0,0,0,0,0,4.1901066925315265,-3.9795918367346967,5.451090325884796,3.1563519778881304,4.618009572363945,13.435966731933702,13.435966731933702,Blue Socks,P,2,1,0,0.3588943311630317
Eury Perez,MIA,pitcher,7.539605697575936,NA,NA,NA,NA,NA,NA,NA,NA,135,8,0,145,4.04062,1.20568,0,0,0,0,0,0,0.19623929172787807,0,0.4001401897685352,0.05608271068871179,0.06858517769314687,0.7210473698782719,0.7210473698782719,0,0,0,0,0,0,0,0,0,1,0,P,0.44831662753843177,0.44831662753843177,0,0,0,0,0,0.1422734865027116,0.03627746556510604,0.2403600726126856,0.01918939399020661,0.01021620886772194,0,0,0,0,0,0.05396580522516647,-0.03627746556510604,0.1597801171558496,0.03689331669850518,0.05836896882542493,0,0.2727307423398402,0.2727307423398402,0.2727307423398402,0,0,0,0,0,2.880698351115424,-3.9795918367346967,4.213860211865551,2.582572557472837,4.153741010021011,9.851280293740126,9.851280293740126,Blue Socks,P,Opt,1,0,0.2727307423398402
Kyle Tucker,LAD,hitter,35.015424462872716,651,555,149,33,101,99,22,0.268334,NA,NA,NA,NA,NA,NA,0.3472372059288272,0.3967804648007679,0.5573934872354722,0.1815118488922884,0.1079091558853238,1.5908321627426796,0,0,0,0,0,0,1.5908321627426796,0,0,0,0,0,1,0,0,1,0,0,OF,0.5026163653016014,0.5026163653016014,0.13683208708878536,0.11542704430567796,0.21507506275146504,0.06105398553649701,-0.02577181438082402,0,0,0,0,0,0.21040511884004184,0.28135342049508993,0.3423184244840072,0.1204578633557914,0.1336809702661478,0,0,0,0,0,1.0882157974410782,0,1.0882157974410782,1.0882157974410782,3.4537246049661405,3.435890995855835,4.2505382131323985,6.149765990639627,4.906063229230748,0,0,0,0,0,22.195983033824746,22.195983033824746,Melonheads,Bench,2,40,0,1.0882157974410782
Pete Crow-Armstrong,CHC,hitter,30.508743424372728,644,591,150,26,88,92,34,0.253505,NA,NA,NA,NA,NA,NA,0.3025433081360078,0.31261491166121114,0.517981826521853,0.2805183119244457,0.05005366152314793,1.4637120197666655,0,0,0,0,0,0,1.4637120197666655,0,0,0,0,0,1,0,0,1,0,0,OF,0.5026163653016014,0.5026163653016014,0.13683208708878536,0.11542704430567796,0.21507506275146504,0.06105398553649701,-0.02577181438082402,0,0,0,0,0,0.16571122104722247,0.1971878673555332,0.30290676377038794,0.2194643263879487,0.07582547590397194,0,0,0,0,0,0.9610956544650642,0,0.9610956544650642,0.9610956544650642,2.7200902934537248,3.0403114404119065,2.979009687836383,11.204368174726987,2.7827788684565076,0,0,0,0,0,22.72655846488551,22.72655846488551,Melonheads,OF,2027,11,0,0.9610956544650642
CJ Abrams,WSN,hitter,19.942905180489387,630,573,146,20,86,70,30,0.254299,NA,NA,NA,NA,NA,NA,0.2956673238601895,0.2404730089701624,0.3941166071361925,0.24751615758039328,0.05189599980664004,1.2296690973535775,0,0,0,0,0,0,1.2296690973535775,0,0,0,0,1,0,0,1,1,0,0,SS,0.349246920629834,0.349246920629834,0.0955761814338752,0.0504993318837341,0.13625174132422654,0.05775377010209177,0.00916589588590633,0,0,0,0,0,0.20009114242631432,0.18997367708642832,0.257864865811966,0.18976238747830151,0.04273010392073371,0,0,0,0,0,0.8804221767237439,0,0.8804221767237439,0.8804221767237439,3.2844243792325067,2.5882205199045605,2.870021528525296,9.687987519500782,1.5681857425881265,0,0,0,0,0,19.99883968975127,19.99883968975127,Melonheads,SS,2027,16,0,0.8804221767237439
Paul Skenes,PIT,pitcher,37.83028683478383,NA,NA,NA,NA,NA,NA,NA,NA,189,13,0,223,2.84127,1.06719,0,0,0,0,0,0,0.31888884905780185,0,0.6153880159888506,0.17969374634528887,0.16301547751889903,1.2769860889108402,1.2769860889108402,0,0,0,0,0,0,0,0,0,1,0,P,0.44831662753843177,0.44831662753843177,0,0,0,0,0,0.1422734865027116,0.03627746556510604,0.2403600726126856,0.01918939399020661,0.01021620886772194,0,0,0,0,0,0.17661536255509025,-0.03627746556510604,0.375027943376165,0.16050435235508226,0.1527992686511771,0,0.8286694613724085,0.8286694613724085,0.8286694613724085,0,0,0,0,0,9.427740058195932,-3.9795918367346967,9.890563087953856,11.23548037533804,10.873733102873462,37.44792478762659,37.44792478762659,Melonheads,P,Opt,7,0,0.8286694613724085
William Contreras,MIL,hitter,25.050918372166983,610,531,143,20,79,77,6,0.270009,NA,NA,NA,NA,NA,NA,0.2716013788948252,0.2404730089701624,0.43352826784981174,0.04950323151607866,0.10982474763035452,1.1049306348612324,0,0,0,0,0,0,1.1049306348612324,1,0,0,0,0,0,0,0,1,0,0,C,0.30255876249911806,0.30255876249911806,0.08319940973740216,0.06011825224254059,0.13850383622214762,0.01650107717202622,0.00423618712500142,0,0,0,0,0,0.18840196915742308,0.18035475672762183,0.2950244316276641,0.03300215434405244,0.1055885605053531,0,0,0,0,0,0.8023718723621146,0,0.8023718723621146,0.8023718723621146,3.0925507900677207,2.961195529323122,2.7247039827771795,1.6848673946957884,3.875077754832086,0,0,0,0,0,14.338395451695895,14.338395451695895,Melonheads,C,2026,11,0,0.8023718723621146
Seiya Suzuki,CHC,hitter,20.800110397798925,616,540,139,26,77,86,7,0.256373,NA,NA,NA,NA,NA,NA,0.26472539461900685,0.31261491166121114,0.48420040305303647,0.05775377010209177,0.057195166459582,1.1764896458949283,0,0,0,0,0,0,1.1764896458949283,0,0,0,0,0,1,0,0,1,0,0,OF,0.5026163653016014,0.5026163653016014,0.13683208708878536,0.11542704430567796,0.21507506275146504,0.06105398553649701,-0.02577181438082402,0,0,0,0,0,0.1278933075302215,0.1971878673555332,0.2691253403015714,-0.00330021543440524,0.08296698084040602,0,0,0,0,0,0.6738732805933269,0,0.6738732805933269,0.6738732805933269,2.0993227990970658,2.7012432500313963,2.979009687836383,-0.16848673946957876,3.044870583531989,0,0,0,0,0,10.655959581027256,10.655959581027256,Melonheads,OF,2,21,0,0.6738732805933269
Marcus Semien,NYM,hitter,13.306805827290122,644,576,140,20,82,75,9,0.242357,NA,NA,NA,NA,NA,NA,0.2819153553085528,0.2404730089701624,0.42226779336020626,0.07425484727411799,0.00126466706277101,1.0201756719758104,0,0,0,0,0,0,1.0201756719758104,0,0,1,0,0,0,0,1,1,0,0,2B,0.4277261360108411,0.4277261360108411,0.1107033468406756,0.07214190269104871,0.16327688009927974,0.07920517042572585,0.00239883595411119,0,0,0,0,0,0.17121200846787715,0.16833110627911368,0.2589909132609265,-0.00495032315160785,-0.00113416889134018,0,0,0,0,0,0.5924495359649693,0,0.5924495359649693,0.5924495359649693,2.8103837471783297,2.599522792917244,2.5430570505920342,-0.2527301092043678,-0.04162375753604562,0,0,0,0,0,7.658609723947194,7.658609723947194,Melonheads,2B/SS,1,24,0,0.5924495359649693
Yoshinobu Yamamoto,LAD,pitcher,23.119145628833284,NA,NA,NA,NA,NA,NA,NA,NA,155,12,0,165,3.37688,1.11175,0,0,0,0,0,0,0.2943589375918171,0,0.45533194008143657,0.11031188931790996,0.11601137655639251,0.976014143547556,0.976014143547556,0,0,0,0,0,0,0,0,0,1,0,P,0.44831662753843177,0.44831662753843177,0,0,0,0,0,0.1422734865027116,0.03627746556510604,0.2403600726126856,0.01918939399020661,0.01021620886772194,0,0,0,0,0,0.15208545108910548,-0.03627746556510604,0.21497186746875097,0.09112249532770336,0.10579516768867056,0,0.5276975160091243,0.5276975160091243,0.5276975160091243,0,0,0,0,0,8.11833171677983,-3.9795918367346967,5.669425051888193,6.378674428350012,7.528756041670255,23.715595401953593,23.715595401953593,Melonheads,P,Opt,26,0,0.5276975160091243
Noelvi Marte,CIN,hitter,11.261381988809884,539,494,125,17,64,66,15,0.252883,NA,NA,NA,NA,NA,NA,0.22003149682618753,0.20440205762463803,0.3715956581569815,0.12375807879019664,0.03956457599008343,0.9593518673880872,0,0,0,0,0,0,0.9593518673880872,0,0,0,1,0,1,1,0,1,0,0,3B,0.4471606183996464,0.4471606183996464,0.11757933111649396,0.08416555313955683,0.1869238765274513,0.04620301608167342,0.01228884153447088,0,0,0,0,0,0.10245216570969357,0.1202365044850812,0.1846717816295302,0.07755506270852322,0.02727573445561255,0,0,0,0,0,0.5121912489884408,0,0.5121912489884408,0.5121912489884408,1.6817155756207678,1.8535727740801211,1.816469321851453,3.9594383775351014,1.001013664072944,0,0,0,0,0,10.312209713160389,10.312209713160389,Melonheads,3B,Opt,16,0,0.5121912489884408
Ramon Laureano,SDP,hitter,13.582887113022348,560,505,122,21,69,71,9,0.242324,NA,NA,NA,NA,NA,NA,0.23722145751573345,0.2524966594186705,0.3997468443809952,0.07425484727411799,9.854547483028485e-4,0.96470526333782,0,0,0,0,0,0,0.96470526333782,0,0,0,0,0,1,0,0,1,0,0,OF,0.5026163653016014,0.5026163653016014,0.13683208708878536,0.11542704430567796,0.21507506275146504,0.06105398553649701,-0.02577181438082402,0,0,0,0,0,0.1003893704269481,0.13706961511299254,0.1846717816295302,0.01320086173762098,0.02675726912912686,0,0,0,0,0,0.46208889803621866,0,0.46208889803621866,0.46208889803621866,1.6478555304740414,1.8535727740801211,2.0707750269106557,0.6739469578783155,0.9819860966574891,0,0,0,0,0,7.228136386000623,7.228136386000623,Melonheads,Util,2,1,0,0.46208889803621866
Zack Wheeler,PHI,pitcher,20.973780871186847,NA,NA,NA,NA,NA,NA,NA,NA,147,10,0,160,3.31329,1.10708,0,0,0,0,0,0,0.2452991146598476,0,0.4415340025032112,0.10879075670416226,0.11178082446201852,0.9074046983292396,0.9074046983292396,0,0,0,0,0,0,0,0,0,1,0,P,0.44831662753843177,0.44831662753843177,0,0,0,0,0,0.1422734865027116,0.03627746556510604,0.2403600726126856,0.01918939399020661,0.01021620886772194,0,0,0,0,0,0.103025628157136,-0.03627746556510604,0.20117392989052557,0.08960136271395565,0.10156461559429658,0,0.45908807079080777,0.45908807079080777,0.45908807079080777,0,0,0,0,0,5.499515033947628,-3.9795918367346967,5.30553384188253,6.272193480143452,7.227695082687251,20.325345601926166,20.325345601926166,Melonheads,IL,Opt,28,0,0.45908807079080777
Willi Castro,COL,hitter,8.876581033223715,539,479,123,13,67,54,14,0.25646,NA,NA,NA,NA,NA,NA,0.23034547323991503,0.15630745583060557,0.3040328112193485,0.11550754020418354,0.05104262002677802,0.8572359005208308,0,0,0,0,0,0,0.8572359005208308,0,0,1,1,0,1,1,1,1,0,0,2B,0.4277261360108411,0.4277261360108411,0.1107033468406756,0.07214190269104871,0.16327688009927974,0.07920517042572585,0.00239883595411119,0,0,0,0,0,0.11964212639923942,0.08416555313955686,0.14075593112006876,0.03630236977845769,0.04864378407266683,0,0,0,0,0,0.4295097645099896,0,0.4295097645099896,0.4295097645099896,1.9638826185101577,1.4127841265854586,1.2715285252960171,1.8533541341653672,1.7852165487310545,0,0,0,0,0,8.286765953288056,8.286765953288056,Melonheads,OF,2,17,0,0.4295097645099896
Jacob Misiorowski,MIL,pitcher,7.138507156105546,NA,NA,NA,NA,NA,NA,NA,NA,134,9,0,154,3.983,1.28174,0,0,0,0,0,0,0.22076920319386284,0,0.4249764774093408,0.05911360788394832,0.04198971174289932,0.7468490002300513,0.7468490002300513,0,0,0,0,0,0,0,0,0,1,0,P,0.44831662753843177,0.44831662753843177,0,0,0,0,0,0.1422734865027116,0.03627746556510604,0.2403600726126856,0.01918939399020661,0.01021620886772194,0,0,0,0,0,0.07849571669115124,-0.03627746556510604,0.1846164047966552,0.03992421389374171,0.03177350287517738,0,0.29853237269161953,0.29853237269161953,0.29853237269161953,0,0,0,0,0,4.1901066925315265,-3.9795918367346967,4.868864389875739,2.7947386791828,2.2611141601520997,10.13523208500747,10.13523208500747,Melonheads,P,2,1,0,0.29853237269161953
Shota Imanaga,CHC,pitcher,9.24094858169097,NA,NA,NA,NA,NA,NA,NA,NA,147,9,0,134,4.04144,1.17645,0,0,0,0,0,0,0.22076920319386284,0,0.3697847270964394,0.06101403717673331,0.08567970306698727,0.7372476705340228,0.7372476705340228,0,0,0,0,0,0,0,0,0,1,0,P,0.44831662753843177,0.44831662753843177,0,0,0,0,0,0.1422734865027116,0.03627746556510604,0.2403600726126856,0.01918939399020661,0.01021620886772194,0,0,0,0,0,0.07849571669115124,-0.03627746556510604,0.1294246544837538,0.0418246431865267,0.07546349419926533,0,0.288931042995591,0.288931042995591,0.288931042995591,0,0,0,0,0,4.1901066925315265,-3.9795918367346967,3.4132995498530967,2.9277708101530924,5.37024752917055,11.92183274497357,11.92183274497357,Melonheads,P,Opt,13,0,0.288931042995591
Zack Littell,NA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,9,0,130,4.61598,1.26991,0,0,0,0,0,0,0.22076920319386284,0,0.3587463770338591,0.02712299634881551,0.05876175409063643,0.6654003306671739,0.6654003306671739,0,0,0,0,0,0,0,0,0,1,0,P,0.44831662753843177,0.44831662753843177,0,0,0,0,0,0.1422734865027116,0.03627746556510604,0.2403600726126856,0.01918939399020661,0.01021620886772194,0,0,0,0,0,0.07849571669115124,-0.03627746556510604,0.11838630442117348,0.0079336023586089,0.04854554522291449,0,0.2170837031287421,0.2170837031287421,0.2170837031287421,0,0,0,0,0,4.1901066925315265,-3.9795918367346967,3.1221865818485672,0.5553608503318783,3.4546716535176256,7.342733941494901,7.342733941494901,Melonheads,P,2,2,0,0.2170837031287421
Juan Soto,NYM,hitter,39.89588308562155,686,548,149,38,114,102,23,0.272142,NA,NA,NA,NA,NA,NA,0.3919311037216465,0.45689871704330853,0.5742841989698805,0.18976238747830151,0.12199078365093188,1.734867190864069,0,0,0,0,0,0,1.734867190864069,0,0,0,0,0,1,0,0,1,0,0,OF,0.5026163653016014,0.5026163653016014,0.13683208708878536,0.11542704430567796,0.21507506275146504,0.06105398553649701,-0.02577181438082402,0,0,0,0,0,0.25509901663286116,0.34147167273763057,0.35920913621841544,0.1287084019418045,0.1477625980317559,0,0,0,0,0,1.2322508255624676,0,1.2322508255624676,1.2322508255624676,4.187358916478556,3.60542509104609,5.158772874058125,6.570982839313573,5.422855978797282,0,0,0,0,0,24.945395699693627,24.945395699693627,Erie Lakers,OF,2,37,0,1.2322508255624676
