Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Ketel Marte","ARI",49,213,185,52,31,10,1,10,33,30,24,2,35,2,2,0,,2,1,0.283352,0.113243,0.166227,0.681255,0.369062,0.51548,0.377928,0.884542,0.232128,4.20356,0.299115,-0.215286,-0.158508,35.8994,11.0461,144.315,-0.373794,-0.116262,10.578111320734024,0.12092947214841843,1.81947,30.65999984741211,,,,,,,313.9,6.406122448,313.9,6.406122448,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"Julio Rodríguez","SEA",51,222,203,55,36,9,1,9,31,29,15,1,50,3,1,0,,9,2,0.271629,0.068711,0.227044,0.302633,0.330033,0.460042,0.34083,0.790075,0.188413,6.18749,0.319843,0.739669,0.511535,30.8001,4.87778,124.582,1.2512,1.2055,7.6625871658325195,1.8679974675178528,1.7751,13.710000038146973,,,,,,,286.9,5.625490196,286.9,5.625490196,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Gunnar Henderson","BAL",51,220,194,51,30,10,2,10,33,28,23,1,51,2,1,0,,6,1,0.262577,0.102897,0.230577,0.446257,0.343066,0.479199,0.353811,0.822264,0.216621,6.20986,0.306685,0.522942,0.243785,32.7832,7.12819,127.62,0.766727,-0.577818,7.896378338336945,1.6959472298622131,1.77331,9.329999923706055,,,,,,,309.6,6.070588235,309.6,6.070588235,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Elly De La Cruz","CIN",51,220,196,51,29,10,2,9,34,29,21,1,63,1,1,0,,17,4,0.259925,0.0950028,0.287671,0.330248,0.333689,0.4726,0.346166,0.806289,0.212675,8.06377,0.335398,1.25726,1.512,31.4283,5.77321,118.823,2.76926,-0.499438,7.571195125579834,1.856117606163025,1.71134,4.300000190734863,,,,,,,301.7,5.915686274,301.7,5.915686274,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Corbin Carroll","ARI",50,218,190,49,27,9,4,9,36,27,22,0,45,4,1,1,,11,2,0.260235,0.100768,0.205876,0.489459,0.345758,0.491727,0.359959,0.837485,0.231492,8.33765,0.293841,1.54581,1.00905,33.52,8.1322,131.832,2.55486,0.814517,10.590877532958984,-1.4837852716445923,1.6706,7.889999866485596,,,,,,,311.2,6.224,311.2,6.224,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Matt Chapman","SFG",51,220,191,47,26,10,1,9,29,28,25,1,54,2,1,0,,4,1,0.245975,0.114632,0.245604,0.466736,0.339199,0.457553,0.345719,0.796752,0.211578,4.75386,0.291039,0.254926,0.00019584,31.3491,5.69403,126.144,0.255122,0.994961,6.9246048629283905,1.7801464796066284,1.63679,125.16999816894531,,,,,,,277.3,5.437254901,277.3,5.437254901,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"Trea Turner","PHI",51,222,204,58,39,11,1,7,33,26,14,0,40,2,1,0,,9,2,0.284368,0.0640868,0.179521,0.356988,0.334906,0.448341,0.34,0.783247,0.163973,6.01195,0.321965,1.11887,0.75095,30.5859,4.71906,117.555,1.86982,-0.534834,6.385141015052795,1.8401658535003662,1.59342,24.110000610351562,,,,,,,283.7,5.562745098,283.7,5.562745098,,,,,,,,,,,,,,,,,,,"Trea Turner","16252",607208
"Pete Crow-Armstrong","CHC",51,222,201,51,31,10,2,9,31,29,13,1,55,3,1,4,,14,3,0.254734,0.0564527,0.246868,0.228675,0.304796,0.451648,0.324721,0.756444,0.196913,8.06873,0.306732,1.01354,1.39038,27.8556,1.98874,110.701,2.40393,2.27469,5.156441688537598,3.066352069377899,1.59316,127.38999938964844,,,,,,,275.8,5.407843137,275.8,5.407843137,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Ronald Acuña Jr.","ATL",42,181,154,45,28,8,1,8,32,23,23,1,35,2,1,0,,9,3,0.289866,0.126995,0.192527,0.659622,0.387912,0.505407,0.385672,0.89332,0.215541,5.96334,0.326593,1.0444,0.387948,31.5718,10.4951,150.545,1.43235,-0.421541,12.025728344917297,-2.696232110261917,1.56943,37.599998474121094,,,,,,,285.8,6.804761904,285.8,6.804761904,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Jackson Merrill","SDP",50,215,199,56,35,11,2,8,28,29,13,1,37,1,1,1,,5,1,0.279044,0.0597358,0.173693,0.343915,0.323216,0.471981,0.340727,0.795197,0.192937,5.58099,0.305964,-0.0728841,0.159741,29.8297,4.70909,123.559,0.0868569,1.55563,5.971777059137821,2.1281566619873047,1.55899,27.280000686645508,,,,,,,281.8,5.636,281.8,5.636,,,,,,,,,,,,,,,,,,,"Jackson Merrill","29490",701538
"Corey Seager","TEX",44,190,168,46,28,9,0,10,25,27,20,3,34,1,1,0,,1,0,0.273596,0.103317,0.177635,0.581626,0.35218,0.49826,0.362007,0.85044,0.224664,2.15077,0.288514,-0.589578,-0.233913,29.5997,7.41881,133.575,-0.823491,0.0992197,6.669586658477783,1.5632628872990608,1.52693,46.439998626708984,,,,,,,274.6,6.24090909,274.6,6.24090909,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Will Smith","LAD",42,168,145,39,24,8,1,7,24,24,19,1,30,3,2,0,,1,0,0.268636,0.111303,0.176312,0.631284,0.360808,0.466212,0.358101,0.827019,0.197576,3.74318,0.29338,-0.454925,-0.269917,25.6467,6.03132,132.217,-0.724841,0.739975,5.559203863143921,3.717135190963745,1.52187,107.08000183105469,,,,,,,236,5.619047619,236,5.619047619,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Bryce Harper","PHI",51,222,189,53,31,12,0,10,32,31,29,3,46,2,2,0,,4,1,0.278902,0.130272,0.206029,0.632299,0.376077,0.495362,0.373099,0.871439,0.21646,3.84696,0.318887,-0.410457,-0.0974872,36.5004,10.6336,140.549,-0.507944,0.421188,9.921887993812561,-3.570478767156601,1.40007,22.260000228881836,,,,,,,334.4,6.556862745,334.4,6.556862745,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Vladimir Guerrero Jr.","TOR",50,218,190,56,35,11,0,10,31,32,24,3,30,2,1,0,,1,1,0.295925,0.111232,0.138867,0.800996,0.379372,0.510981,0.380777,0.890352,0.215056,2.81717,0.306746,-0.82776,-0.367588,37.2377,11.8045,145.771,-1.19535,-0.648718,10.517470002174377,-4.524644434452057,1.39515,13.180000305175781,,,,,,,326.6,6.532,326.6,6.532,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"Manny Machado","SDP",51,220,199,55,34,10,0,10,29,33,18,1,40,0,2,0,,3,1,0.273524,0.0831071,0.181908,0.456864,0.3336,0.473942,0.346476,0.807542,0.200418,3.59052,0.295531,-0.233251,-0.0548818,31.4833,5.82822,127.553,-0.288133,-0.362433,6.74093434214592,-0.4932968318462372,1.38327,37.45000076293945,,,,,,,288.9,5.664705882,288.9,5.664705882,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Austin Riley","ATL",52,226,203,54,33,10,1,10,31,32,18,1,56,3,2,0,,1,0,0.267361,0.0784624,0.249682,0.31425,0.33288,0.477287,0.348781,0.810166,0.209926,3.25145,0.318973,-0.268132,-0.30361,32.7505,6.40464,124.916,-0.571742,-1.06883,5.955711662769318,-0.26249855756759644,1.34595,29.6200008392334,,,,,,,293,5.634615384,293,5.634615384,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"William Contreras","MIL",51,208,181,47,31,9,0,7,26,26,25,1,42,1,1,0,,2,1,0.26082,0.119617,0.203947,0.58651,0.352244,0.425877,0.340537,0.778121,0.165057,3.51066,0.304236,-0.358613,-0.0881804,28.7994,4.51963,120.824,-0.446793,0.369093,4.580881804227829,1.6274264752864838,1.33961,24.790000915527344,,,,,,,253.1,4.962745098,253.1,4.962745098,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Freddie Freeman","LAD",49,213,185,54,34,12,1,7,31,30,24,3,36,3,2,0,,3,1,0.28971,0.111192,0.166839,0.666461,0.375431,0.480853,0.36733,0.856284,0.191143,4.20675,0.321677,-0.131582,-0.149487,34.0799,9.22659,138.63,-0.28107,0.587978,9.265725284814835,-3.24797922372818,1.33647,26.920000076293945,,,,,,,307.6,6.27755102,307.6,6.27755102,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
"Zach Neto","LAA",49,211,190,48,29,10,1,8,29,25,13,0,50,6,1,1,,9,3,0.254901,0.061098,0.235544,0.259391,0.319313,0.449461,0.332932,0.768774,0.194561,6.0295,0.300391,0.372182,0.426992,27.8709,3.2848,111.466,0.799174,-0.248677,3.6355207562446594,2.0087299793958664,1.33331,197.19000244140625,,,,,,,254.4,5.191836734,254.4,5.191836734,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"Dansby Swanson","CHC",52,226,205,50,32,9,1,8,29,28,19,0,56,1,2,0,,5,1,0.243903,0.0822826,0.246723,0.333503,0.308316,0.409933,0.312898,0.718249,0.16603,5.07205,0.294895,0.513013,0.184349,26.2848,-0.126595,102.487,0.697362,1.62259,1.350626528263092,4.04759418964386,1.3174,170.38999938964844,,,,,,,248.7,4.782692307,248.7,4.782692307,,,,,,,,,,,,,,,,,,,"Dansby Swanson","18314",621020
"Jazz Chisholm Jr.","NYY",48,208,185,45,28,7,1,9,29,27,19,1,54,2,1,0,,12,3,0.244239,0.0896935,0.259249,0.345974,0.317431,0.446712,0.330243,0.764144,0.202474,6.44413,0.290078,0.868792,1.05631,27.0207,2.78754,111.44,1.9251,-0.182574,4.714400291442871,0.5590924918651581,1.28428,21.799999237060547,,,,,,,255,5.3125,255,5.3125,,,,,,,,,,,,,,,,,,,"Jazz Chisholm Jr.","20454",665862
"CJ Abrams","WSN",50,215,194,50,32,10,1,7,30,22,14,1,40,5,1,1,,12,3,0.256626,0.0640042,0.187955,0.340528,0.319793,0.424461,0.323406,0.744253,0.167834,7.04009,0.29126,1.05627,0.930874,26.7483,1.69836,107.863,1.98715,-1.10108,3.945677638053894,0.8655878305435181,1.21765,49.619998931884766,,,,,,,257.9,5.158,257.9,5.158,,,,,,,,,,,,,,,,,,,"CJ Abrams","25768",682928
"Jeremy Peña","HOU",45,195,179,49,35,9,1,5,25,21,10,0,34,3,1,1,,6,1,0.276538,0.0536023,0.175716,0.305051,0.3263,0.4223,0.326157,0.748599,0.145762,5.4538,0.314309,0.434406,0.28795,24.6871,1.97171,108.52,0.722356,0.314192,2.669652223587036,2.3998403549194336,1.21687,156.9499969482422,,,,,,,221.8,4.928888888,221.8,4.928888888,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"Alex Bregman","BOS",48,209,184,48,30,10,1,8,27,28,21,0,29,3,2,0,,1,0,0.263399,0.0991153,0.138966,0.713232,0.34414,0.455071,0.347081,0.799212,0.191673,3.21712,0.272538,-0.657608,-0.350264,30.0257,5.64134,117.716,-1.00787,0.583885,3.3386765718460083,1.2017860412597656,1.21326,110.41000366210938,,,,,,,268.6,5.595833333,268.6,5.595833333,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"James Wood","WSN",49,212,185,49,29,10,1,9,30,29,25,1,57,1,1,0,,6,2,0.265961,0.117862,0.269936,0.436629,0.355028,0.479501,0.359806,0.834529,0.21354,5.22189,0.334562,0.0174975,0.202116,32.6883,7.91057,133.151,0.219613,-0.610417,8.38753342628479,-3.552083134651184,1.2123,53.29999923706055,,,,,,,292.5,5.969387755,292.5,5.969387755,,,,,,,,,,,,,,,,,,,"James Wood","29518",695578
"Xander Bogaerts","SDP",49,211,189,50,36,9,0,5,25,23,18,0,35,1,2,0,,6,1,0.266227,0.0846494,0.168351,0.502815,0.330916,0.395512,0.318852,0.726428,0.129285,4.48842,0.301386,0.455133,0.265058,25.4795,0.893438,108.362,0.720191,0.0992241,2.764439284801483,2.1112610921263695,1.21094,155.3699951171875,,,,,,,229.7,4.687755102,229.7,4.687755102,,,,,,,,,,,,,,,,,,,"Xander Bogaerts","12161",593428
"Nico Hoerner","CHC",51,219,201,56,43,10,1,2,28,21,13,0,22,3,1,0,,11,2,0.280137,0.0615268,0.0988246,0.622586,0.333974,0.370527,0.311595,0.704501,0.0903896,5.97374,0.303709,0.98335,0.788052,25.2414,-0.353091,101.582,1.7714,1.60112,2.174051731824875,2.4011150598526,1.20896,203.32000732421875,,,,,,,229.4,4.498039215,229.4,4.498039215,,,,,,,,,,,,,,,,,,,"Nico Hoerner","21479",663538
"Adley Rutschman","BAL",47,188,164,42,27,8,1,6,23,22,21,1,30,1,1,0,,0,0,0.254481,0.111784,0.158207,0.706564,0.340649,0.423641,0.333809,0.76429,0.16916,3.01669,0.274709,-0.16692,-0.251808,24.9482,3.05741,113.887,-0.418728,0.650721,2.639932632446289,2.580967962741852,1.20731,61.56999969482422,,,,,,,222.5,4.734042553,222.5,4.734042553,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Mike Trout","LAA",48,206,176,45,25,7,1,12,29,29,26,2,54,3,1,0,,3,1,0.25536,0.125405,0.263079,0.476682,0.356997,0.51521,0.371449,0.872207,0.25985,4.83702,0.296473,-0.197527,-0.0551905,33.6649,9.61326,137.911,-0.252718,-0.0207137,8.921829283237457,-4.5191706866025925,1.18888,111.9000015258789,,,,,,,304.7,6.347916666,304.7,6.347916666,,,,,,,,,,,,,,,,,,,"Mike Trout","10155",545361
"Willy Adames","SFG",50,218,192,45,27,10,1,8,28,27,22,1,53,1,2,0,,4,1,0.236114,0.103379,0.245193,0.421622,0.316216,0.418187,0.319764,0.734403,0.182074,4.62348,0.281834,0.119903,0.0219479,26.4703,1.0825,108.112,0.141851,-0.103745,2.1896475553512573,2.2272736355662346,1.18669,91.93000030517578,,,,,,,243.7,4.874,243.7,4.874,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Eugenio Suárez","SEA",49,213,189,46,26,9,0,11,28,33,18,0,58,4,2,0,,1,0,0.240683,0.0847928,0.273777,0.309715,0.316458,0.457159,0.334393,0.773617,0.216476,2.67897,0.286345,-0.504455,-0.242757,28.4247,3.57139,120.162,-0.747212,-0.0782429,4.294544816017151,-0.49537254869937897,1.1511,168.66000366210938,,,,,,,266,5.428571428,266,5.428571428,,,,,,,,,,,,,,,,,,,"Eugenio Suarez","12552",553993
"Matt Olson","ATL",54,233,201,50,28,10,0,11,32,35,29,2,54,2,2,0,,0,0,0.250582,0.123874,0.23126,0.535649,0.347963,0.476911,0.355061,0.824874,0.226329,1.77402,0.28356,-0.473269,-0.372828,34.9638,7.78601,129.279,-0.846097,0.652511,7.066605567932129,-3.5064398646354675,1.14982,33.970001220703125,,,,,,,304.4,5.637037037,304.4,5.637037037,,,,,,,,,,,,,,,,,,,"Matt Olson","14344",621566
"Riley Greene","DET",48,209,186,50,31,10,1,8,28,28,20,1,56,1,1,0,,2,1,0.270294,0.095442,0.268097,0.355998,0.343289,0.470944,0.351268,0.814233,0.200651,4.21801,0.340843,-0.134218,-0.217632,30.7311,6.34666,125.655,-0.351851,0.436992,5.942580997943878,-2.058687001466751,1.14552,109.87000274658203,,,,,,,267.9,5.58125,267.9,5.58125,,,,,,,,,,,,,,,,,,,"Riley Greene","25976",682985
"Oneil Cruz","PIT",46,197,174,43,25,9,1,8,27,25,20,1,59,1,1,0,,10,2,0.247416,0.100075,0.299578,0.334052,0.325978,0.452067,0.335032,0.778044,0.204651,6.3566,0.321269,1.00953,0.843178,26.3868,3.4041,113.41,1.85271,-0.91744,4.9173243045806885,-0.3449093699455261,1.13348,37.369998931884766,,,,,,,250.2,5.439130434,250.2,5.439130434,,,,,,,,,,,,,,,,,,,"Oneil Cruz","21711",665833
"Andy Pages","LAD",48,206,186,49,29,10,1,9,28,28,15,0,45,3,2,0,,2,1,0.260643,0.0723621,0.219963,0.328974,0.323776,0.459485,0.338162,0.78326,0.198842,4.26888,0.29894,-0.187841,-0.23559,28.1341,4.08253,118.366,-0.423431,0.586003,3.968977987766266,0.20976826548576355,1.12364,381.8599853515625,,,,,,,262.7,5.472916666,262.7,5.472916666,,,,,,,,,,,,,,,,,,,"Andy Pages","24816",681624
"Geraldo Perdomo","ARI",49,213,181,46,32,9,1,3,27,21,24,0,31,2,2,4,,6,1,0.252276,0.112555,0.14442,0.779364,0.342631,0.367229,0.316742,0.70986,0.114953,5.50056,0.284239,0.542313,0.298808,25.3942,0.540896,101.808,0.841122,0.368945,1.2878606915473938,2.6508897244930267,1.12196,430.2699890136719,,,,,,,223.2,4.55510204,223.2,4.55510204,,,,,,,,,,,,,,,,,,,"Geraldo Perdomo","22799",672695
"Masyn Winn","STL",49,213,194,50,34,10,1,5,29,22,16,0,38,1,2,1,,5,1,0.256751,0.073244,0.176844,0.414174,0.313523,0.395679,0.31028,0.709202,0.138928,5.59426,0.293375,0.0482248,-0.0227994,24.3388,-0.569994,100.393,0.0254254,1.45882,0.12286922335624695,3.745854616165161,1.11633,157.3800048828125,,,,,,,225.4,4.6,225.4,4.6,,,,,,,,,,,,,,,,,,,"Masyn Winn","27479",691026
"Jackson Chourio","MIL",52,226,210,55,34,11,1,8,30,29,13,1,46,1,1,0,,10,3,0.26068,0.0575102,0.204607,0.281077,0.305571,0.440474,0.320954,0.746045,0.179795,6.4111,0.298249,0.478754,0.609146,27.7547,1.34327,107.219,1.0879,0.57867,2.9838181734085083,0.38700324296951294,1.10822,16.420000076293945,,,,,,,263.4,5.065384615,263.4,5.065384615,,,,,,,,,,,,,,,,,,,"Jackson Chourio","28806",694192
"Carlos Correa","MIN",46,198,176,47,31,10,1,6,25,24,19,1,37,1,1,0,,0,0,0.268192,0.0959134,0.188804,0.508005,0.341389,0.435973,0.338076,0.777362,0.167782,2.08206,0.305596,-0.433457,-0.335923,27.0586,3.91458,115.803,-0.76938,-0.664321,2.9105318188667297,0.96067875623703,1.10633,237.5800018310547,,,,,,,238.3,5.180434782,238.3,5.180434782,,,,,,,,,,,,,,,,,,,"Carlos Correa","14162",621043
"Steven Kwan","CLE",52,224,199,56,43,10,1,3,29,19,21,0,21,2,1,1,,6,1,0.283256,0.0929168,0.0947097,0.981069,0.354141,0.388627,0.328977,0.742768,0.105372,5.35102,0.303434,0.380255,0.22801,28.9172,2.77809,111.067,0.608265,1.67797,3.518877863883972,-0.7220314741134644,1.08696,144.2899932861328,,,,,,,255.1,4.90576923,255.1,4.90576923,,,,,,,,,,,,,,,,,,,"Steven Kwan","24610",680757
"Pete Alonso","NYM",51,222,193,48,26,9,1,12,30,35,23,2,51,5,1,0,,1,0,0.247814,0.102351,0.229642,0.4457,0.339444,0.486626,0.354282,0.826069,0.238812,3.30873,0.272259,-0.686747,-0.276228,33.209,7.28669,133.258,-0.962976,-0.371169,7.609728813171387,-4.4034227430820465,1.07717,47.630001068115234,,,,,,,306.3,6.005882352,306.3,6.005882352,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
"Wyatt Langford","TEX",48,206,183,47,28,9,1,8,27,26,20,1,45,2,1,0,,7,2,0.253834,0.0951458,0.218186,0.436077,0.329724,0.446612,0.335674,0.776336,0.192778,5.83391,0.292644,0.267258,0.404259,27.7207,3.66909,115.494,0.671517,0.579995,4.421147048473358,-1.1048815846443176,1.07679,41.31999969482422,,,,,,,260.9,5.435416666,260.9,5.435416666,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Kyle Schwarber","PHI",52,226,188,44,23,7,0,14,35,35,35,2,63,2,1,0,,2,1,0.233499,0.152659,0.277147,0.550823,0.356898,0.493657,0.365707,0.850556,0.260159,3.90617,0.267554,-0.442789,-0.228855,35.9202,9.50877,135.414,-0.671644,-0.0138833,8.62909734249115,-5.6055499678477645,1.07239,75.9000015258789,,,,,,,322.3,6.198076923,322.3,6.198076923,,,,,,,,,,,,,,,,,,,"Kyle Schwarber","16478",656941
"Byron Buxton","MIN",35,149,134,34,18,7,1,8,23,22,12,1,40,3,1,0,,4,1,0.255067,0.0779628,0.271165,0.287511,0.324351,0.508125,0.354753,0.832477,0.253058,6.54231,0.301248,0.512167,0.358593,22.3813,4.9552,127.254,0.87076,-0.0496632,5.649265468120575,-0.4496632553637028,1.06874,224.94000244140625,,,,,,,207.4,5.925714285,207.4,5.925714285,,,,,,,,,,,,,,,,,,,"Byron Buxton","14161",621439
"Anthony Volpe","NYY",52,226,204,48,30,11,2,6,28,24,18,0,53,2,2,1,,9,2,0.236263,0.0784893,0.233983,0.335449,0.30207,0.391536,0.303538,0.693606,0.155273,6.41534,0.288164,0.556311,0.433038,24.5769,-1.8345,93.1039,0.989349,0.848534,-0.8432358503341675,3.273533523082733,1.05745,142.30999755859375,,,,,,,236,4.538461538,236,4.538461538,,,,,,,,,,,,,,,,,,,"Anthony Volpe","27647",683011
"Bo Bichette","TOR",47,204,190,54,37,10,1,6,25,25,11,0,36,1,1,0,,3,1,0.281404,0.0561434,0.176304,0.318446,0.32414,0.435478,0.329188,0.759617,0.154074,4.00744,0.318446,0.00332786,-0.175575,26.4307,2.57069,110.35,-0.172247,-1.37923,2.312436103820801,0.811508059501648,1.05109,113.95999908447266,,,,,,,242.4,5.157446808,242.4,5.157446808,,,,,,,,,,,,,,,,,,,"Bo Bichette","19612",666182
"Jordan Westburg","BAL",47,202,183,48,29,10,1,8,26,26,14,0,46,3,1,0,,3,1,0.263294,0.0691068,0.23023,0.300164,0.322061,0.458691,0.337121,0.780752,0.195397,5.18861,0.310351,-0.0922191,0.0639188,27.3397,3.82254,116.16,-0.0283002,-0.356693,3.7955794744193554,-0.6184215545654297,1.04611,90.2300033569336,,,,,,,249.6,5.310638297,249.6,5.310638297,,,,,,,,,,,,,,,,,,,"Jordan Westburg","27815",676059
