Name,Team,player_type,fg_auction_dollars,PA,AB,H,HR,R,RBI,SB,AVG,IP,W,SV,SO,ERA,WHIP,sgp_R,sgp_HR,sgp_RBI,sgp_SB,sgp_AVG,sgp_hitting,sgp_W,sgp_SV,sgp_SO,sgp_ERA,sgp_WHIP,sgp_pitching,sgp_total,p_c,p_1b,p_2b,p_3b,p_ss,p_of,p_ci,p_mi,p_dh,p_sp,p_rp,replacement_position,replacement_level_sgp,repl_sgp_total,repl_sgp_R,repl_sgp_HR,repl_sgp_RBI,repl_sgp_SB,repl_sgp_AVG,repl_sgp_W,repl_sgp_SV,repl_sgp_SO,repl_sgp_ERA,repl_sgp_WHIP,sgpar_R,sgpar_HR,sgpar_RBI,sgpar_SB,sgpar_AVG,sgpar_W,sgpar_SV,sgpar_SO,sgpar_ERA,sgpar_WHIP,sgpar_hitting,sgpar_pitching,sgpar_total,sgpar,$_R,$_RBI,$_HR,$_SB,$_AVG,$_W,$_SV,$_SO,$_ERA,$_WHIP,$_cat,standings_value,billikenTeam,slot,contract,salary,sgpar_random_delta,sgpar_randomized
Jung Hoo Lee,SFG,hitter,12.948565638245014,609,552,150,10,68,64,9,0.271344,NA,NA,NA,NA,NA,NA,0.23378346537782424,0.1202365044850812,0.360335183667376,0.07425484727411799,0.11962146351083644,0.908231464315236,0,0,0,0,0,0,0.908231464315236,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.10245216570969357,0.01442838053820974,0.1531424530586348,-0.00495032315160785,0.12461848255573577,0,0,0,0,0,0.389691158710666,0,0.389691158710666,0.389691158710666,1.6489732344140668,1.5117332235487857,0.2122641509433962,-0.31468531468531424,5.28946325600324,0,0,0,0,0,8.347748550224175,8.347748550224175,Blue Socks,OF,Opt,15,0,0.389691158710666
Harrison Bader,SFG,hitter,11.197738077809928,532,484,122,15,62,59,15,0.251233,NA,NA,NA,NA,NA,NA,0.21315551255036916,0.1803547567276218,0.33218399744336224,0.12375807879019664,0.03285386428229174,0.8823062097938416,0,0,0,0,0,0,0.8823062097938416,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.08182421288223848,0.07454663278075034,0.12499126683462106,0.04455290836447079,0.03785088332719107,0,0,0,0,0,0.36376590418927174,0,0.36376590418927174,0.36376590418927174,1.3169652006394226,1.2338410868670235,1.0966981132075468,2.8321678321678325,1.606590390609983,0,0,0,0,0,8.086262623491807,8.086262623491807,Blue Socks,OF,2,2,0,0.36376590418927174
Emmet Sheehan,LAD,pitcher,10.779623614564525,NA,NA,NA,NA,NA,NA,NA,NA,143,9,0,162,3.96427,1.19896,0,0,0,0,0,0,0.22076920319386284,0,0.44705317753450136,0.06427943136214008,0.07510914661095923,0.8072109587014635,0.8072109587014635,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.08094870783774971,-0.03627746556510604,0.21414399121405744,0.04094594705525234,0.06347758732140013,0,0.3632387678633536,0.3632387678633536,0.3632387678633536,0,0,0,0,0,4.196891191709848,-3.9795918367346976,5.345443412593122,3.2091216430590452,4.71256127893373,13.484425689561048,13.484425689561048,Blue Socks,P,2,1,0,0.3632387678633536
Connor Norby,MIA,hitter,6.2784901648636655,511,465,114,15,62,59,9,0.244847,NA,NA,NA,NA,NA,NA,0.21315551255036916,0.1803547567276218,0.33218399744336224,0.07425484727411799,0.00958929072716492,0.8095384047226362,0,0,0,0,0,0,0.8095384047226362,0,0,0,1,0,0,1,0,1,0,0,3B,0.4518055273846128,0.4518055273846128,0.1182669295440758,0.08416555313955683,0.18917597142537235,0.04785312379887603,0.01234394947673169,0,0,0,0,0,0.09488858300629335,0.09618920358806496,0.1430080260179899,0.02640172347524196,-0.00275465874956677,0,0,0,0,0,0.3577328773380234,0,0.3577328773380234,0.3577328773380234,1.5272369553633636,1.4116920543433515,1.4150943396226414,1.6783216783216792,-0.11692219275856224,0,0,0,0,0,5.915422834892473,5.915422834892473,Blue Socks,2B,Opt,1,0,0.3577328773380234
Eury Perez,MIA,pitcher,7.520143223430118,NA,NA,NA,NA,NA,NA,NA,NA,135,8,0,145,4.04028,1.20564,0,0,0,0,0,0,0.19623929172787807,0,0.4001401897685352,0.0561031982763155,0.06859899947063437,0.7210816792433631,0.7210816792433631,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.05641879637176494,-0.03627746556510604,0.1672310034480913,0.03276971396942776,0.05696744018107527,0,0.27710948840525323,0.27710948840525323,0.27710948840525323,0,0,0,0,0,2.925105982100803,-3.9795918367346976,4.174405551586898,2.5683127610710694,4.229249473487823,9.917481931511896,9.917481931511896,Blue Socks,P,Opt,1,0,0.27710948840525323
Kyle Tucker,LAD,hitter,33.799278515071954,651,555,149,33,101,99,22,0.26835,NA,NA,NA,NA,NA,NA,0.3472372059288272,0.3967804648007679,0.5573934872354722,0.1815118488922884,0.10797486976851316,1.590897876625869,0,0,0,0,0,0,1.590897876625869,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.2159059062606965,0.29097234085389645,0.350200756626731,0.10230667846656256,0.11297188881341248,0,0,0,0,0,1.0723575710212991,0,1.0723575710212991,1.0723575710212991,3.4750174201746105,3.4569781803211193,4.280660377358489,6.503496503496505,4.795120616017525,0,0,0,0,0,22.51127309736825,22.51127309736825,Melonheads,Bench,2,40,0,1.0723575710212991
Pete Crow-Armstrong,CHC,hitter,29.31209951661085,644,591,150,26,88,92,34,0.253518,NA,NA,NA,NA,NA,NA,0.3025433081360078,0.31261491166121114,0.517981826521853,0.2805183119244457,0.05011051735248877,1.4637688755960063,0,0,0,0,0,0,1.4637688755960063,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.17121200846787715,0.2068067877143397,0.31078909591311177,0.20131314149871987,0.0551075363973881,0,0,0,0,0,0.9452285699914368,0,0.9452285699914368,0.9452285699914368,2.7556666803295475,3.0679291889666525,3.042452830188679,12.7972027972028,2.339053428711721,0,0,0,0,0,24.0023049253994,24.0023049253994,Melonheads,OF,2027,11,0,0.9452285699914368
CJ Abrams,WSN,hitter,23.86154682093598,630,573,146,20,86,70,30,0.254313,NA,NA,NA,NA,NA,NA,0.2956673238601895,0.2404730089701624,0.3941166071361925,0.24751615758039328,0.05195536430787279,1.2297284618548103,0,0,0,0,0,0,1.2297284618548103,0,0,0,0,1,0,0,1,1,0,0,SS,0.3492615922902857,0.3492615922902857,0.0955761814338752,0.0504993318837341,0.13625174132422654,0.05775377010209177,0.00918056754635808,0,0,0,0,0,0.20009114242631432,0.18997367708642832,0.257864865811966,0.18976238747830151,0.04277479676151471,0,0,0,0,0,0.8804668695645249,0,0.8804668695645249,0.8804668695645249,3.2204779276140507,2.5454919720049407,2.7948113207547167,12.062937062937063,1.8155871513829849,0,0,0,0,0,22.439305434693757,22.439305434693757,Melonheads,SS,2027,16,0,0.8804668695645249
Paul Skenes,PIT,pitcher,37.7384806374022,NA,NA,NA,NA,NA,NA,NA,NA,189,13,0,223,2.84106,1.06715,0,0,0,0,0,0,0.31888884905780185,0,0.6153880159888506,0.17971146208280506,0.1630348280073816,1.2770231551368392,1.2770231551368392,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.17906835370168872,-0.03627746556510604,0.38247882966840674,0.15637797777591733,0.15140326871782248,0,0.8330509642987293,0.8330509642987293,0.8330509642987293,0,0,0,0,0,9.284032030146026,-3.9795918367346976,9.547402796203697,12.256059245652,11.240143360380491,38.34804559564751,38.34804559564751,Melonheads,P,Opt,7,0,0.8330509642987293
William Contreras,MIL,hitter,24.964627184180937,610,531,143,20,80,77,6,0.270018,NA,NA,NA,NA,NA,NA,0.2750393710327344,0.2404730089701624,0.43352826784981174,0.04950323151607866,0.10986011324384123,1.1084039926126283,0,0,0,0,0,0,1.1084039926126283,1,0,0,0,0,0,0,0,1,0,0,C,0.30256973257349196,0.30256973257349196,0.08319940973740216,0.06011825224254059,0.13850383622214762,0.01650107717202622,0.00424715719937533,0,0,0,0,0,0.19183996129533223,0.18035475672762183,0.2950244316276641,0.03300215434405244,0.10561295604446592,0,0,0,0,0,0.8058342600391366,0,0.8058342600391366,0.8058342600391366,3.0876747141041925,2.9123095924248665,2.6533018867924527,2.097902097902099,4.482768838925938,0,0,0,0,0,15.233957130149548,15.233957130149548,Melonheads,C,2026,11,0,0.8058342600391366
Seiya Suzuki,CHC,hitter,19.626394005166414,616,540,139,26,77,86,7,0.256385,NA,NA,NA,NA,NA,NA,0.26472539461900685,0.31261491166121114,0.48420040305303647,0.05775377010209177,0.05724311983380121,1.1765375992691476,0,0,0,0,0,0,1.1765375992691476,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.13339409495087615,0.2068067877143397,0.27700767244429525,-0.02145140032363408,0.06224013887870054,0,0,0,0,0,0.6579972936645775,0,0.6579972936645775,0.6579972936645775,2.146985285076033,2.734458624948538,3.042452830188679,-1.3636363636363638,2.6417985590554967,0,0,0,0,0,9.202058935632383,9.202058935632383,Melonheads,OF,2,21,0,0.6579972936645775
Noelvi Marte,CIN,hitter,11.246432226952992,539,494,125,17,64,66,15,0.252899,NA,NA,NA,NA,NA,NA,0.22003149682618753,0.20440205762463803,0.3715956581569815,0.12375807879019664,0.03962306726629162,0.9594103586642952,0,0,0,0,0,0,0.9594103586642952,0,0,0,1,0,1,1,0,1,0,0,3B,0.4518055273846128,0.4518055273846128,0.1182669295440758,0.08416555313955683,0.18917597142537235,0.04785312379887603,0.01234394947673169,0,0,0,0,0,0.10176456728211172,0.1202365044850812,0.18241968673160913,0.0759049549913206,0.02727911778955993,0,0,0,0,0,0.5076048312796826,0,0.5076048312796826,0.5076048312796826,1.637906299954912,1.8007410456978183,1.7688679245283017,4.825174825174826,1.1578691077346963,0,0,0,0,0,11.190559203090553,11.190559203090553,Melonheads,3B,Opt,16,0,0.5076048312796826
Ramon Laureano,SDP,hitter,12.441062872344444,560,505,122,21,69,71,9,0.242344,NA,NA,NA,NA,NA,NA,0.23722145751573345,0.2524966594186705,0.3997468443809952,0.07425484727411799,0.00106019689021882,0.964780005479736,0,0,0,0,0,0,0.964780005479736,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.10589015784760278,0.14668853547179905,0.19255411377225404,-0.00495032315160785,0.00605721593511815,0,0,0,0,0,0.4462396998751662,0,0.4462396998751662,0.4462396998751662,1.7043079067098414,1.9007822149032525,2.1580188679245276,-0.31468531468531424,0.2571000742859719,0,0,0,0,0,5.705523749138278,5.705523749138278,Melonheads,Util,2,1,0,0.4462396998751662
Willi Castro,COL,hitter,8.864053718830231,539,479,123,13,67,54,14,0.256469,NA,NA,NA,NA,NA,NA,0.23034547323991503,0.15630745583060557,0.3040328112193485,0.11550754020418354,0.05107452234101557,0.8572678028350683,0,0,0,0,0,0,0.8572678028350683,0,0,1,1,0,1,1,1,1,0,0,2B,0.4277408742732015,0.4277408742732015,0.1107033468406756,0.07214190269104871,0.16327688009927974,0.07920517042572585,0.00241357421647157,0,0,0,0,0,0.11964212639923942,0.08416555313955686,0.14075593112006876,0.03630236977845769,0.04866094812454399,0,0,0,0,0,0.4295269285618667,0,0.4295269285618667,0.4295269285618667,1.9256465958929363,1.3894606834088103,1.2382075471698113,2.307692307692309,2.065426346304106,0,0,0,0,0,8.926433480467972,8.926433480467972,Melonheads,OF,2,17,0,0.4295269285618667
Jacob Misiorowski,MIL,pitcher,7.118148586508079,NA,NA,NA,NA,NA,NA,NA,NA,134,9,0,154,3.98301,1.28174,0,0,0,0,0,0,0.22076920319386284,0,0.4249764774093408,0.05911300977136904,0.04198971174289932,0.7468484021174719,0.7468484021174719,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.08094870783774971,-0.03627746556510604,0.1920672910888969,0.0357795254644813,0.03035815245334022,0,0.3028762112793621,0.3028762112793621,0.3028762112793621,0,0,0,0,0,4.196891191709848,-3.9795918367346976,4.794366772119605,2.8042054905094824,2.2537821582161315,10.069653775820369,10.069653775820369,Melonheads,P,2,1,0,0.3028762112793621
Shota Imanaga,CHC,pitcher,9.224197933692496,NA,NA,NA,NA,NA,NA,NA,NA,147,9,0,134,4.04115,1.17638,0,0,0,0,0,0,0.22076920319386284,0,0.3697847270964394,0.06103306519110254,0.08570604123186622,0.737293036713271,0.737293036713271,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.08094870783774971,-0.03627746556510604,0.13687554077599548,0.0376995808842148,0.07407448194230712,0,0.29332084587516105,0.29332084587516105,0.29332084587516105,0,0,0,0,0,4.196891191709848,-3.9795918367346976,3.41667517093581,2.954689038857382,5.49927226425487,12.087935829023213,12.087935829023213,Melonheads,P,Opt,13,0,0.29332084587516105
Zack Littell,NA,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,8,0,123,4.61598,1.26991,0,0,0,0,0,0,0.19623929172787807,0,0.3394292644243436,0.02569547022519365,0.05566903019112924,0.6170330565685446,0.6170330565685446,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.05641879637176494,-0.03627746556510604,0.10652007810389973,0.00236198591830591,0.04403747090157014,0,0.1730608657304347,0.1730608657304347,0.1730608657304347,0,0,0,0,0,2.925105982100803,-3.9795918367346976,2.6589447902847234,0.1851196681519638,3.269331569616008,5.0589101734188,5.0589101734188,Melonheads,P,2,2,0,0.1730608657304347
Carlos Santana,ARI,hitter,-3.4451233761949727,357,312,70,10,38,40,3,0.224159,NA,NA,NA,NA,NA,NA,0.13064370124054883,0.1202365044850812,0.22520948979211,0.02475161575803933,-0.0413317184986851,0.45950959277709424,0,0,0,0,0,0,0.45950959277709424,0,1,0,0,0,0,1,0,1,0,0,1B,0.4466098192993388,0.4466098192993388,0.11345374055100294,0.1106175841262747,0.19705830356809623,0.04125269293006554,-0.01577250187610062,0,0,0,0,0,0.01718996068954589,0.0096189203588065,0.02815118622401377,-0.01650107717202621,-0.02555921662258447,0,0,0,0,0,0.01289977347775548,0,0.01289977347775548,0.01289977347775548,0.27667336147887023,0.27789213668176227,0.1415094339622642,-1.0489510489510483,-1.0848674643179186,0,0,0,0,0,-1.4377435811460704,-1.4377435811460704,Melonheads,1B,2,9,0,0.01289977347775548
Juan Soto,NYM,hitter,38.670996541189936,686,548,149,38,114,102,23,0.27215,NA,NA,NA,NA,NA,NA,0.3919311037216465,0.45689871704330853,0.5742841989698805,0.18976238747830151,0.1220232261806507,1.7348996333937876,0,0,0,0,0,0,1.7348996333937876,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.26059980405351585,0.3510905930964371,0.36709146836113926,0.11055721705257568,0.12702024522555003,0,0,0,0,0,1.216359327789218,0,1.216359327789218,1.216359327789218,4.194368160019673,3.6237134623301768,5.16509433962264,7.027972027972029,5.391406684707253,0,0,0,0,0,25.40255467465177,25.40255467465177,Erie Lakers,OF,2,37,0,1.216359327789218
Mookie Betts,LAD,hitter,26.86432612202763,651,567,155,24,95,90,9,0.273928,NA,NA,NA,NA,NA,NA,0.3266092531013721,0.2885676107641949,0.5067213520322474,0.07425484727411799,0.13371430466941508,1.3298673678413475,0,0,0,0,0,0,1.3298673678413475,0,0,0,0,1,0,0,1,1,0,0,SS,0.3492615922902857,0.3492615922902857,0.0955761814338752,0.0504993318837341,0.13625174132422654,0.05775377010209177,0.00918056754635808,0,0,0,0,0,0.23103307166749693,0.2380682788804608,0.37046961070802087,0.01650107717202622,0.124533737123057,0,0,0,0,0,0.980605775551062,0,0.980605775551062,0.980605775551062,3.718489978276017,3.657060518731987,3.5023584905660377,1.0489510489510494,5.285866214512482,0,0,0,0,0,17.212726251037573,17.212726251037573,Erie Lakers,OF,Opt,35,0,0.980605775551062
Austin Riley,ATL,hitter,21.05430219132476,672,608,159,30,88,92,3,0.26118,NA,NA,NA,NA,NA,NA,0.3025433081360078,0.3607095134552436,0.517981826521853,0.02475161575803933,0.08602579496475653,1.2920120588359003,0,0,0,0,0,0,1.2920120588359003,0,0,0,1,0,0,1,0,1,0,0,3B,0.4518055273846128,0.4518055273846128,0.1182669295440758,0.08416555313955683,0.18917597142537235,0.04785312379887603,0.01234394947673169,0,0,0,0,0,0.184276378591932,0.2765439603156868,0.32880585509648064,-0.0231015080408367,0.07368184548802484,0,0,0,0,0,0.8402065314512875,0,0.8402065314512875,0.8402065314512875,2.9659384350534888,3.245780156442981,4.068396226415094,-1.4685314685314683,3.12744471245752,0,0,0,0,0,11.939028061837616,11.939028061837616,Erie Lakers,IL,Opt,35,0,0.8402065314512875
