Name,Team,player_type,fg_auction_dollars,PA,AB,H,HR,R,RBI,SB,AVG,IP,W,SV,SO,ERA,WHIP,sgp_R,sgp_HR,sgp_RBI,sgp_SB,sgp_AVG,sgp_hitting,sgp_W,sgp_SV,sgp_SO,sgp_ERA,sgp_WHIP,sgp_pitching,sgp_total,p_c,p_1b,p_2b,p_3b,p_ss,p_of,p_ci,p_mi,p_dh,p_sp,p_rp,replacement_position,replacement_level_sgp,repl_sgp_total,repl_sgp_R,repl_sgp_HR,repl_sgp_RBI,repl_sgp_SB,repl_sgp_AVG,repl_sgp_W,repl_sgp_SV,repl_sgp_SO,repl_sgp_ERA,repl_sgp_WHIP,sgpar_R,sgpar_HR,sgpar_RBI,sgpar_SB,sgpar_AVG,sgpar_W,sgpar_SV,sgpar_SO,sgpar_ERA,sgpar_WHIP,sgpar_hitting,sgpar_pitching,sgpar_total,sgpar,$_R,$_RBI,$_HR,$_SB,$_AVG,$_W,$_SV,$_SO,$_ERA,$_WHIP,$_cat,standings_value,billikenTeam,slot,contract,salary
Emilio Pagan,CIN,pitcher,6.566799566313872,NA,NA,NA,NA,NA,NA,NA,NA,66,3,27,71,4.04461,1.19264,0,0,0,0,0,0,0.07358973439795427,0.376727527022255,0.19593071361079997,0.02730067160207238,0.03573341549754488,0.7092820621306264,0.7092820621306264,0,0,0,0,0,0,0,0,0,0,1,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,-0.06623076095815886,0.34045006145714896,-0.03697847270964394,0.00396718729518464,0.02410185620798578,0,0.2653098712925166,0.2653098712925166,0.2653098712925166,0,0,0,0,0,-3.433820065944422,37.34693877551023,-0.9230533727931424,0.31092666128509566,1.7893161840114664,35.09030818206923,35.09030818206923,Louisville Sluggers,P,2,1
Dennis Santana,PIT,pitcher,7.154525391964888,NA,NA,NA,NA,NA,NA,NA,NA,68,4,26,63,3.7221,1.24681,0,0,0,0,0,0,0.09811964586393904,0.3627746556510604,0.17385401348563942,0.03791678227808402,0.027387848736526742,0.7000529460152497,0.7000529460152497,0,0,0,0,0,0,0,0,0,0,1,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,-0.04170084949217409,0.32649719008595435,-0.05905517283480449,0.01458329797119627,0.01575628944696764,0,0.2560807551771397,0.2560807551771397,0.2560807551771397,0,0,0,0,0,-2.162034856335376,35.81632653061228,-1.4741300132666595,1.1429599389505836,1.1697432539692512,34.49286485393008,34.49286485393008,National Pastime,P,2,3
Logan Webb,SFG,pitcher,27.72133080179324,NA,NA,NA,NA,NA,NA,NA,NA,202,14,0,191,3.18557,1.16831,0,0,0,0,0,0,0.3434187605237866,0,0.5270812154882084,0.1610104302783931,0.12194541487991706,1.1534558211703052,1.1534558211703052,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.2035982651676735,-0.03627746556510604,0.2941720291677645,0.13767694597150537,0.11031385559035796,0,0.7094836303321954,0.7094836303321954,0.7094836303321954,0,0,0,0,0,10.555817239755072,-3.9795918367346976,7.343096234309625,10.790373622845634,8.189674912388297,32.899370172563934,32.899370172563934,Hoosiers,P,2026,16
Elly De La Cruz,CIN,hitter,34.23381962493767,672,598,157,24,96,89,41,0.262197,NA,NA,NA,NA,NA,NA,0.3300472452392813,0.2885676107641949,0.5010911147874447,0.33827208202653747,0.08911145439556314,1.5470895072130215,0,0,0,0,0,0,1.5470895072130215,0,0,0,0,1,0,0,1,1,0,0,SS,0.3492615922902857,0.3492615922902857,0.0955761814338752,0.0504993318837341,0.13625174132422654,0.05775377010209177,0.00918056754635808,0,0,0,0,0,0.2344710638054061,0.2380682788804608,0.36483937346321815,0.2805183119244457,0.07993088684920506,0,0,0,0,0,1.1978279149227358,0,1.1978279149227358,1.1978279149227358,3.773824650571791,3.601482091395636,3.5023584905660377,17.832167832167837,3.3926868658469567,0,0,0,0,0,32.102519930548254,32.102519930548254,Hoosiers,SS,2030,30
Cristopher Sanchez,PHI,pitcher,26.46584442018604,NA,NA,NA,NA,NA,NA,NA,NA,200,12,0,193,3.21333,1.16077,0,0,0,0,0,0,0.2943589375918171,0,0.5326003905194985,0.15693811757239137,0.1245978938773744,1.1084953395610817,1.1084953395610817,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.15453844223570395,-0.03627746556510604,0.2996912041990546,0.13360463326550365,0.1129663345878153,0,0.6645231487229715,0.6645231487229715,0.6645231487229715,0,0,0,0,0,8.012246820536982,-3.9795918367346976,7.480865394428003,10.471207801024494,8.386594334566592,30.371322513821372,30.371322513821372,NA,NA,NA,NA
Chris Sale,ATL,pitcher,28.086041015437743,NA,NA,NA,NA,NA,NA,NA,NA,165,12,0,200,3.1503,1.10333,0,0,0,0,0,0,0.2943589375918171,0,0.551917503129014,0.13411599245908698,0.12705201769243535,1.107444450872353,1.107444450872353,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.15453844223570395,-0.03627746556510604,0.3190083168085701,0.11078250815219924,0.11542045840287624,0,0.6634722600342435,0.6634722600342435,0.6634722600342435,0,0,0,0,0,8.012246820536982,-3.9795918367346976,7.963057454842332,8.682533196847478,8.568787914262813,29.24703354975491,29.24703354975491,Westside Marauders,P,Opt,13
Abner Uribe,MIL,pitcher,9.92774782561956,NA,NA,NA,NA,NA,NA,NA,NA,72,4,19,87,3.11764,1.20632,0,0,0,0,0,0,0.09811964586393904,0.26510455605269795,0.24008411386112108,0.05957294939712335,0.03646081560178507,0.6993420807766664,0.6993420807766664,0,0,0,0,0,0,0,0,0,0,1,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,-0.04170084949217409,0.22882709048759192,0.00717492754067716,0.03623946509023561,0.02482925631222596,0,0.2553698899385566,0.2553698899385566,0.2553698899385566,0,0,0,0,0,-2.162034856335376,25.10204081632655,0.1790999081538929,2.8402530681981095,1.8433181981110007,27.80267713445418,27.80267713445418,NA,NA,NA,NA
Ronald Acuna Jr.,ATL,hitter,37.350245259757656,651,548,157,31,115,84,26,0.285741,NA,NA,NA,NA,NA,NA,0.3953690958595557,0.3727331639037517,0.472939928563431,0.21451400323634084,0.1771390288566591,1.6326952204197385,0,0,0,0,0,0,1.6326952204197385,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.26403779619142503,0.2669250399568803,0.2657471979546898,0.135308832810615,0.18213604790155843,0,0,0,0,0,1.1141549148151686,0,1.1141549148151686,1.1141549148151686,4.249702832315448,2.623301770275834,3.9268867924528297,8.601398601398603,7.730810977721999,0,0,0,0,0,27.132100974164715,27.132100974164715,Westside Marauders,OF,2026,46
Trea Turner,PHI,hitter,29.762995778045266,644,591,167,19,92,73,28,0.282535,NA,NA,NA,NA,NA,NA,0.31629527668764457,0.22844935852165427,0.4110073188706007,0.23101508040836707,0.17701710196617837,1.363784136454445,0,0,0,0,0,0,1.363784136454445,0,0,0,0,1,0,0,1,1,0,0,SS,0.3492615922902857,0.3492615922902857,0.0955761814338752,0.0504993318837341,0.13625174132422654,0.05775377010209177,0.00918056754635808,0,0,0,0,0,0.22071909525376937,0.17795002663792017,0.27475557754637414,0.1732613103062753,0.1678365344198203,0,0,0,0,0,1.0145225441641594,0,1.0145225441641594,1.0145225441641594,3.5524859613886943,2.712227254013997,2.617924528301886,11.013986013986017,7.123864483195811,0,0,0,0,0,27.020488240886404,27.020488240886404,Blue Socks,IL,2,30
Hunter Greene,CIN,pitcher,22.5126268782777,NA,NA,NA,NA,NA,NA,NA,NA,180,11,0,212,3.73339,1.11403,0,0,0,0,0,0,0.26982902612583237,0,0.5850325533167549,0.09946087519082523,0.1336724338151484,1.0879948884485608,1.0879948884485608,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.13000853076971924,-0.03627746556510604,0.35212336699631097,0.0761273908839375,0.1220408745255893,0,0.644022697610451,0.644022697610451,0.644022697610451,0,0,0,0,0,6.740461610927938,-3.9795918367346976,8.789672415552609,5.966452733053145,9.060286063245044,26.57728098604404,26.57728098604404,Westside Marauders,P,Opt,14
Corbin Carroll,ARI,hitter,31.871956085962616,637,554,143,27,101,89,34,0.258486,NA,NA,NA,NA,NA,NA,0.3472372059288272,0.32463856210971925,0.5010911147874447,0.2805183119244457,0.06734070715914404,1.520825901909581,0,0,0,0,0,0,1.520825901909581,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.2159059062606965,0.2188304381628478,0.2938983841787035,0.20131314149871987,0.07233772620404337,0,0,0,0,0,1.0022855963050112,0,1.0022855963050112,1.0022855963050112,3.4750174201746105,2.9011939069575954,3.219339622641509,12.7972027972028,3.070393226847225,0,0,0,0,0,25.463146973823743,25.463146973823743,Hoosiers,OF,2029,26
Juan Soto,NYM,hitter,38.670996541189936,686,548,149,38,114,102,23,0.27215,NA,NA,NA,NA,NA,NA,0.3919311037216465,0.45689871704330853,0.5742841989698805,0.18976238747830151,0.1220232261806507,1.7348996333937876,0,0,0,0,0,0,1.7348996333937876,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.26059980405351585,0.3510905930964371,0.36709146836113926,0.11055721705257568,0.12702024522555003,0,0,0,0,0,1.216359327789218,0,1.216359327789218,1.216359327789218,4.194368160019673,3.6237134623301768,5.16509433962264,7.027972027972029,5.391406684707253,0,0,0,0,0,25.40255467465177,25.40255467465177,Erie Lakers,OF,2,37
Yoshinobu Yamamoto,LAD,pitcher,23.071315662927265,NA,NA,NA,NA,NA,NA,NA,NA,155,12,0,165,3.37688,1.11175,0,0,0,0,0,0,0.2943589375918171,0,0.45533194008143657,0.11031188931790996,0.11601137655639251,0.976014143547556,0.976014143547556,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.15453844223570395,-0.03627746556510604,0.22242275376099263,0.08697840501102222,0.10437981726683342,0,0.5320419527094462,0.5320419527094462,0.5320419527094462,0,0,0,0,0,8.012246820536982,-3.9795918367346976,5.552097152770691,6.81689647141333,7.749133291145504,24.15078189913181,24.15078189913181,Melonheads,P,Opt,26
Pete Crow-Armstrong,CHC,hitter,29.31209951661085,644,591,150,26,88,92,34,0.253518,NA,NA,NA,NA,NA,NA,0.3025433081360078,0.31261491166121114,0.517981826521853,0.2805183119244457,0.05011051735248877,1.4637688755960063,0,0,0,0,0,0,1.4637688755960063,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.17121200846787715,0.2068067877143397,0.31078909591311177,0.20131314149871987,0.0551075363973881,0,0,0,0,0,0.9452285699914368,0,0.9452285699914368,0.9452285699914368,2.7556666803295475,3.0679291889666525,3.042452830188679,12.7972027972028,2.339053428711721,0,0,0,0,0,24.0023049253994,24.0023049253994,Melonheads,OF,2027,11
Jesus Luzardo,PHI,pitcher,18.11055002850776,NA,NA,NA,NA,NA,NA,NA,NA,179,12,0,197,3.77514,1.19247,0,0,0,0,0,0,0.2943589375918171,0,0.5436387405820788,0.09557260967375893,0.0969912424281628,1.0305615302758175,1.0305615302758175,0,0,0,0,0,0,0,0,0,1,0,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,0.15453844223570395,-0.03627746556510604,0.31072955426163495,0.07223912536687119,0.0853596831386037,0,0.5865893394377077,0.5865893394377077,0.5865893394377077,0,0,0,0,0,8.012246820536982,-3.9795918367346976,7.7564037146647635,5.661711533443327,6.3370829692108,23.787853201121177,23.787853201121177,Louisville Sluggers,P,2027,19
Fernando Tatis Jr.,SDP,hitter,32.84004037630166,672,586,158,30,102,90,25,0.269877,NA,NA,NA,NA,NA,NA,0.35067519806673636,0.3607095134552436,0.5067213520322474,0.20626346465032777,0.12062777109605752,1.5449972993006127,0,0,0,0,0,0,1.5449972993006127,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.21934389839860569,0.25490138950837216,0.2995286214235062,0.1270582942246019,0.12562479014095684,0,0,0,0,0,1.0264569936960428,0,1.0264569936960428,1.0264569936960428,3.530352092470385,2.9567723342939476,3.75,8.07692307692308,5.332176237955044,0,0,0,0,0,23.646223741642455,23.646223741642455,Big Red Machine,OF,2026,31
Victor Vodnik,COL,pitcher,-0.7161472919870944,NA,NA,NA,NA,NA,NA,NA,NA,64,3,22,62,4.25351,1.45754,0,0,0,0,0,0,0.07358973439795427,0.30696317016628183,0.17109442596999433,0.02050582185160898,-0.00874365357361403,0.5634094988122254,0.5634094988122254,0,0,0,0,0,0,0,0,0,0,1,P,0.4439721908381099,0.4439721908381099,0,0,0,0,0,0.13982049535611313,0.03627746556510604,0.2329091863204439,0.02333348430688774,0.0116315592895591,0,0,0,0,0,-0.06623076095815886,0.2706857046011758,-0.06181476035044958,-0.00282766245527875,-0.02037521286317313,0,0.11943730797411546,0.11943730797411546,0.11943730797411546,0,0,0,0,0,-3.433820065944422,29.69387755102043,-1.54301459332585,-0.22161687388145376,-1.5126510511947455,22.98277496667396,22.98277496667396,Louisville Sluggers,P,2,1
Kyle Tucker,LAD,hitter,33.79927851507195,651,555,149,33,101,99,22,0.26835,NA,NA,NA,NA,NA,NA,0.3472372059288272,0.3967804648007679,0.5573934872354722,0.1815118488922884,0.10797486976851316,1.590897876625869,0,0,0,0,0,0,1.590897876625869,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.2159059062606965,0.29097234085389645,0.350200756626731,0.10230667846656256,0.11297188881341248,0,0,0,0,0,1.0723575710212991,0,1.0723575710212991,1.0723575710212991,3.4750174201746105,3.4569781803211193,4.280660377358489,6.503496503496505,4.795120616017525,0,0,0,0,0,22.51127309736825,22.51127309736825,Melonheads,Bench,2,40
CJ Abrams,WSN,hitter,23.861546820935978,630,573,146,20,86,70,30,0.254313,NA,NA,NA,NA,NA,NA,0.2956673238601895,0.2404730089701624,0.3941166071361925,0.24751615758039328,0.05195536430787279,1.2297284618548103,0,0,0,0,0,0,1.2297284618548103,0,0,0,0,1,0,0,1,1,0,0,SS,0.3492615922902857,0.3492615922902857,0.0955761814338752,0.0504993318837341,0.13625174132422654,0.05775377010209177,0.00918056754635808,0,0,0,0,0,0.20009114242631432,0.18997367708642832,0.257864865811966,0.18976238747830151,0.04277479676151471,0,0,0,0,0,0.8804668695645249,0,0.8804668695645249,0.8804668695645249,3.2204779276140507,2.5454919720049407,2.7948113207547167,12.062937062937063,1.8155871513829849,0,0,0,0,0,22.439305434693757,22.439305434693757,Melonheads,SS,2027,16
Jackson Chourio,MIL,hitter,29.540524030717833,651,601,163,25,92,88,24,0.271516,NA,NA,NA,NA,NA,NA,0.31629527668764457,0.300591261212703,0.495460877542642,0.19801292606431464,0.1310050101751138,1.441365351682418,0,0,0,0,0,0,1.441365351682418,0,0,0,0,0,1,0,0,1,0,0,OF,0.5185403056045699,0.5185403056045699,0.13133129966813067,0.10580812394687146,0.2071927306087412,0.07920517042572585,-0.00499701904489933,0,0,0,0,0,0.1849639770195139,0.19478313726583155,0.2882681469339008,0.1188077556385888,0.13600202922001312,0,0,0,0,0,0.9228250460778482,0,0.9228250460778482,0.9228250460778482,2.977005369512644,2.845615479621243,2.865566037735849,7.552447552447555,5.772640795713396,0,0,0,0,0,22.013275235030687,22.013275235030687,Louisville Sluggers,OF,Opt,15
Nico Hoerner,CHC,hitter,20.750892929720344,665,607,171,9,79,65,27,0.281123,NA,NA,NA,NA,NA,NA,0.2716013788948252,0.10821285403657308,0.3659654209121787,0.22276454182235397,0.17546683977359148,1.1440110354395223,0,0,0,0,0,0,1.1440110354395223,0,0,1,0,0,0,0,1,1,0,0,2B,0.4277408742732015,0.4277408742732015,0.1107033468406756,0.07214190269104871,0.16327688009927974,0.07920517042572585,0.00241357421647157,0,0,0,0,0,0.1608980320541496,0.03607095134552436,0.20268854081289897,0.1435593713966281,0.17305326555711992,0,0,0,0,0,0.7162701611663209,0,0.7162701611663209,0.7162701611663209,2.5896626634422253,2.000823384108686,0.5306603773584905,9.125874125874128,7.345289966007744,0,0,0,0,0,21.592310516791272,21.592310516791272,Free Birds,2B,2026,23
